,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0115928863673174,0.02069627475693,0.0170880047632562,0.00945265169601856,0.0111871259557833,0.00641139456484752,0.00844404461676945,0.0103294203961017,0.00779373338038358,0.0143420040566653,0.0173397303144135,0.0197005620435155,0.0056605620772574,0.0129996894978851,0.0139863365462812,0.00790609745543661,0.0145161954992746,0.00669380570799684,0.00673486059993842
B,0.0115928863673174,0,0.00749451460368179,0.00776605467438645,0.0117478833024518,0.00704265675635779,0.00951444004033117,0.00789543568537802,0.0167597457522365,0.00984832747301147,0.00642639878344385,0.00623172497892309,0.00780737288755141,0.0105489185552581,0.00609244894773778,0.00640411046309251,0.0120753016733619,0.00653944270000545,0.0103222169451534,0.011363231121792
C,0.02069627475693,0.00749451460368179,0,0.0108062841634628,0.0223176358988538,0.0126041588139058,0.0170508810079956,0.0165706653036898,0.0325931180474036,0.0193218686522939,0.0104524093980909,0.00658809989886305,0.00758010369590659,0.0197444993899369,0.0077832441003637,0.00769887704970543,0.0210970697847877,0.00947226690700901,0.0208599015572381,0.02305245100757
D,0.0170880047632562,0.00776605467438645,0.0108062841634628,0,0.0142791309875578,0.00892292945936578,0.0140475824333363,0.0118801386146854,0.0198965697374385,0.0145578230503778,0.00855160414603437,0.00911113448065315,0.00810297079057259,0.0161545586267977,0.0107595269030368,0.0110115526655097,0.0150297704500072,0.0078445620626016,0.0147060415610855,0.0159530380087545
E,0.00945265169601856,0.0117478833024518,0.0223176358988538,0.0142791309875578,0,0.0104775030313266,0.0119035995071479,0.00997287392030197,0.00909415745409163,0.0103808726034994,0.0129381066911224,0.0187881249950978,0.0169808115524365,0.00850783737043357,0.0148649478675497,0.0151242722504944,0.0106121523912052,0.0148554854457248,0.00882257245464973,0.00860791759786173
F,0.0111871259557833,0.00704265675635779,0.0126041588139058,0.00892292945936578,0.0104775030313266,0,0.00938606440168796,0.00641549376517496,0.0158944890921257,0.00727734308003553,0.00585781897789595,0.0088442170120918,0.0099131849389001,0.0100393270613074,0.0085734664366992,0.00752595108934067,0.0122674814505678,0.00690719536170241,0.00898984838351741,0.0102299498819776
G,0.00641139456484752,0.00951444004033117,0.0170508810079956,0.0140475824333363,0.0119035995071479,0.00938606440168796,0,0.00808655122211188,0.0126216817915082,0.00736291380323822,0.0120233365921721,0.0139879276196386,0.0161346785870175,0.0055688715199166,0.0105868940620843,0.0118264568464066,0.0079290835681545,0.0111920239235686,0.00627578995407147,0.00739380792225106
H,0.00844404461676945,0.00789543568537802,0.0165706653036898,0.0118801386146854,0.00997287392030197,0.00641549376517496,0.00808655122211188,0,0.0136802724799767,0.00742178599361577,0.00779577304096321,0.0110002811168131,0.0130104858690868,0.00817298244067928,0.00888749497395235,0.00959117190610905,0.0111861571618476,0.00869833821264313,0.00823174846341345,0.00935968413228412
I,0.0103294203961017,0.0167597457522365,0.0325931180474036,0.0198965697374385,0.00909415745409163,0.0158944890921257,0.0126216817915082,0.0136802724799767,0,0.0133878175874735,0.0188630442390543,0.0262719428127751,0.0272367253270375,0.00917307242564309,0.0214037139602413,0.0240233705820334,0.00852323280705373,0.0182268004780708,0.00862965191551174,0.0077499661670664
J,0.00779373338038358,0.00984832747301147,0.0193218686522939,0.0145578230503778,0.0103808726034994,0.00727734308003553,0.00736291380323822,0.00742178599361577,0.0133878175874735,0,0.00949504991200323,0.0136200146562516,0.0161456752992905,0.00730913594474641,0.0107751977348754,0.0121359293289046,0.0111724744722311,0.0103715741445944,0.00780206028267746,0.00840609636754353
