,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0123973608014975,0.0201124815637353,0.0170166833485011,0.010167919979988,0.0114579608699633,0.00638739096621613,0.00938490104985946,0.0111444614584504,0.00846409226463654,0.0155820114488293,0.0171507934315507,0.0187233974477235,0.00635991564312249,0.0127158740529076,0.0140784582334758,0.00809469248633271,0.0146953484928398,0.00657622057227847,0.00820929317671819
B,0.0123973608014975,0,0.00766579630238959,0.0081534400586042,0.0129266627044778,0.00713478548046636,0.00975215345908955,0.00889920626684567,0.0182059421905827,0.0100735364555352,0.00729324541339404,0.0064951276213511,0.0083624365651406,0.0102713043131658,0.00619678162641315,0.00666093911782215,0.0117835743823538,0.00702569292897918,0.0110149173126731,0.0110699653673348
C,0.0201124815637353,0.00766579630238959,0,0.00808673250531885,0.0235052903464065,0.0128876318065666,0.0153467156875359,0.0194466284848416,0.0331681045692337,0.0185398680917601,0.010573866977248,0.00678041223018176,0.00842424338532886,0.0184872314128879,0.00767957886391188,0.00742414375464794,0.0184688661709553,0.00903847222156675,0.0189559918797839,0.0211895529238675
D,0.0170166833485011,0.0081534400586042,0.00808673250531885,0,0.0149860545311039,0.00928186061369617,0.0131069253560162,0.0128558676006054,0.0194954433336009,0.0138929760497229,0.00907056627703264,0.00917155908871768,0.00831783723938544,0.014090034905179,0.00919133500562776,0.0089284420673056,0.013690320535325,0.00721904336737028,0.0143403969201724,0.0139056656751154
E,0.010167919979988,0.0129266627044778,0.0235052903464065,0.0149860545311039,0,0.0120767488205525,0.0119587006716326,0.0111974142636224,0.0101136769561955,0.0110775726892889,0.0160416828102236,0.0193618110893556,0.0172581094824049,0.00963149864054751,0.0154684601089123,0.0166875158634302,0.0108925149504243,0.0160923465345993,0.0104043397759771,0.00889673642231206
F,0.0114579608699633,0.00713478548046636,0.0128876318065666,0.00928186061369617,0.0120767488205525,0,0.00877778424821952,0.00737065693861431,0.0174184917270568,0.00675057980420045,0.00685330940166581,0.00914517052882324,0.00998543256633985,0.0101854421615381,0.00804127310865093,0.00724063107335435,0.0125454657501324,0.0064081805644686,0.00877895901980361,0.0112590786234428
G,0.00638739096621613,0.00975215345908955,0.0153467156875359,0.0131069253560162,0.0119587006716326,0.00877778424821952,0,0.00915089018544308,0.0126477951286299,0.00761560548011608,0.0113664486452399,0.0127596770590132,0.0151258550130096,0.00638984941274314,0.00953588880393239,0.0108877001520967,0.00798122387056908,0.0100706031981345,0.00619372476760813,0.00835143361878931
H,0.00938490104985946,0.00889920626684567,0.0194466284848416,0.0128558676006054,0.0111974142636224,0.00737065693861431,0.00915089018544308,0,0.015762318639544,0.0079796949190585,0.00861148283917315,0.0112756212411369,0.0134847533345752,0.00893359016364729,0.00959748072666538,0.011370006245773,0.0123612806056638,0.0103555478360092,0.009452654011452,0.0107993151157036
I,0.0111444614584504,0.0182059421905827,0.0331681045692337,0.0194954433336009,0.0101136769561955,0.0174184917270568,0.0126477951286299,0.015762318639544,0,0.012638690787874,0.0195405689626576,0.0284261144287395,0.0237144616159882,0.0100622341329933,0.0191845768416896,0.022440960300319,0.0088305673576663,0.0192465149033838,0.00857413927099941,0.00748448175611624
J,0.00846409226463654,0.0100735364555352,0.0185398680917601,0.0138929760497229,0.0110775726892889,0.00675057980420045,0.00761560548011608,0.0079796949190585,0.012638690787874,0,0.00949976227009522,0.0127202798026582,0.0157068532636453,0.00757094149231822,0.0104071960696822,0.0114658160078413,0.0107058153160022,0.00988026364674426,0.00770280714694674,0.00850930345762687
