,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
K,0.0163179368919622,0.00835233413441543,0.0104860369373019,0.00843219892931068,0.0150629634326711,0.00634438709713507,0.0122451140281319,0.00856662625031912,0.0194955285776842,0.0099454348252388,0,0.00751955460985171,0.0096376631455467,0.0147466044679221,0.00795368986337057,0.00762633913433157,0.0157021889436634,0.00861417443557113,0.0152855214639933,0.0146033026152557
L,0.0163962859635594,0.0060135582288459,0.00784721641590274,0.00929082239112048,0.0179563082806688,0.00853992362064936,0.0122565018417046,0.0106996425880959,0.0251357478210588,0.0126973740945462,0.00751955460985171,0,0.00748010544632986,0.0147123766767872,0.00619043361907241,0.00671355265958604,0.0150951327050919,0.00814167964348639,0.0168375178810695,0.0175394776560526
M,0.0203632742818531,0.00858238048586424,0.00912484822360664,0.00900881130098906,0.0186076303503262,0.0102237177564036,0.0165454222991336,0.0131726356379352,0.0296200320467499,0.0169428882723751,0.0096376631455467,0.00748010544632986,0,0.0207098223901273,0.0080178250103011,0.00792088947913271,0.0214286207372308,0.0103133525500945,0.019176352620824,0.0197615538948005
N,0.00624102960608123,0.0112895336819165,0.0203704674416768,0.0153246028927198,0.00906058081869343,0.0110498813196242,0.00611848461599545,0.0092953767937688,0.00961363154965526,0.00744378819225798,0.0147466044679221,0.0147123766767872,0.0207098223901273,0,0.0115947588892636,0.0115635873707869,0.00535208820394271,0.0132774294003843,0.00619027348008518,0.00490953464141235
O,0.0135672141340032,0.0065230349324045,0.00765293955787699,0.0106228373230624,0.0156523686839278,0.00794889572521445,0.00993459207626357,0.00944573319554517,0.0224271318708714,0.0110205694214335,0.00795368986337057,0.00619043361907241,0.0080178250103011,0.0115947588892636,0,0.00566770213823632,0.0138389431662802,0.00857924379891286,0.0124501364846332,0.0140434828495079
P,0.0143765000727871,0.00663184057467692,0.00859939039570147,0.00948223338916506,0.015200246319371,0.00833302449905874,0.0114883846245183,0.0110022900804232,0.0215766754170414,0.0119374563926249,0.00762633913433157,0.00671355265958604,0.00792088947913271,0.0115635873707869,0.00566770213823632,0,0.0129617654241984,0.00775844346596273,0.013126796558522,0.0138550493324057
Q,0.00780546788554822,0.012636000564623,0.0201833463129619,0.0133538859377822,0.0131810785728332,0.0123980871200577,0.00877074432359402,0.0116116916050308,0.011080910761075,0.0107523575265362,0.0157021889436634,0.0150951327050919,0.0214286207372308,0.00535208820394271,0.0138389431662802,0.0129617654241984,0,0.0139107193474558,0.00723366205993816,0.00783470636640572
R,0.0156397995126005,0.00705281911680527,0.00981040570587387,0.00766819971187714,0.0166720402872797,0.00731866297282227,0.0109837443898658,0.0101232282955234,0.019159369709952,0.0116268458479874,0.00861417443557113,0.00814167964348639,0.0103133525500945,0.0132774294003843,0.00857924379891286,0.00775844346596273,0.0139107193474558,0,0.0129603715057986,0.0127049750235165
S,0.00621529510469058,0.0110478072041295,0.01936416902239,0.0156427533413363,0.00886845097928597,0.00962443767398268,0.00623541392053536,0.00877968011195558,0.00821257637559429,0.00730401333940306,0.0152855214639933,0.0168375178810695,0.019176352620824,0.00619027348008518,0.0124501364846332,0.013126796558522,0.00723366205993816,0.0129603715057986,0,0.00472193260575058
T,0.00674569616384968,0.0118587681390163,0.0212747083474061,0.0146397804323664,0.00886234849295333,0.0102203612241589,0.00765144322123929,0.00957256750654701,0.00747356888133045,0.00748225175502817,0.0146033026152557,0.0175394776560526,0.0197615538948005,0.00490953464141235,0.0140434828495079,0.0138550493324057,0.00783470636640572,0.0127049750235165,0.00472193260575058,0
