,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.01290998371519,0.0214068665733953,0.0191180227462214,0.0106097979081357,0.0110488231170761,0.00671390005307798,0.00875961169027508,0.0140417926357041,0.00886202105203576,0.0161299713153942,0.0180807082934867,0.0198867041153353,0.00666869395006181,0.0129488099686861,0.0143313406221228,0.0084053591937095,0.0153677375693088,0.00663873013065457,0.0074370797092942
B,0.01290998371519,0,0.00799876673158604,0.00826536143881299,0.0126901475475454,0.00724668080938114,0.0105726869611315,0.00760192168389839,0.0206028704303561,0.0113916946464543,0.00667913996211558,0.00604012084726219,0.00809952975175078,0.0110228424016124,0.00651024788171166,0.00662126219634863,0.0127274673171189,0.0074573289283533,0.0113843671975973,0.0121895803922873
C,0.0214068665733953,0.00799876673158604,0,0.0093214786056189,0.0227820440476446,0.0120297385109174,0.0173653604805817,0.0173584476569019,0.0327183563726434,0.0216394465761153,0.0104182806280818,0.00667787370042888,0.00786980927068992,0.0213609382954394,0.00857428038429242,0.00741881786958231,0.0213533568780355,0.00976399406620099,0.0203739066852846,0.0218667395042141
D,0.0191180227462214,0.00826536143881299,0.0093214786056189,0,0.0154941579963458,0.00981555075822574,0.014797474911593,0.0141024192376525,0.023186197772967,0.0186547891610379,0.00953372246090298,0.0105604134050311,0.00852983807759226,0.0166611665954049,0.0103406583379974,0.00986841150665942,0.0159298425400575,0.00761635382795157,0.0147394034646669,0.015953127238241
E,0.0106097979081357,0.0126901475475454,0.0227820440476446,0.0154941579963458,0,0.010050897346056,0.011329032073017,0.00995365527093305,0.0142617438669779,0.0101245288703411,0.0134138706645761,0.0191100255049626,0.0169126914601559,0.00869880312524356,0.0143217339430303,0.0155707088979929,0.0114678678972847,0.0148779177404986,0.00924616131447925,0.00913376870429936
F,0.0110488231170761,0.00724668080938114,0.0120297385109174,0.00981555075822574,0.010050897346056,0,0.00821001584241805,0.00647796836722821,0.0171466969628356,0.00768899680624472,0.00574968462868785,0.0089949570461635,0.00932630238560756,0.00968082560248323,0.00704342619922356,0.00791640263469741,0.0118590422813593,0.00660454103949923,0.00781356389311005,0.00982387128072281
G,0.00671390005307798,0.0105726869611315,0.0173653604805817,0.014797474911593,0.011329032073017,0.00821001584241805,0,0.00801717146498321,0.0167219567492557,0.00769231467366302,0.0115863785493563,0.0131625955391082,0.0155363921176875,0.00598329026376253,0.0104710802736035,0.0113442085087199,0.00783134656030284,0.0102116278993425,0.00603125661652019,0.00734961107068575
H,0.00875961169027508,0.00760192168389839,0.0173584476569019,0.0141024192376525,0.00995365527093305,0.00647796836722821,0.00801717146498321,0,0.0180753307335537,0.00852252563950493,0.00768131446303818,0.0110140913350568,0.0132466543156833,0.00819180039813658,0.00821657137591144,0.010285619848414,0.0108812253658264,0.00951008246828187,0.00748283155140474,0.00939888858538993
I,0.0140417926357041,0.0206028704303561,0.0327183563726434,0.023186197772967,0.0142617438669779,0.0171466969628356,0.0167219567492557,0.0180753307335537,0,0.0169510269111517,0.0219983025381952,0.0304476100660848,0.0249814516380845,0.0129197853820724,0.0229221447666798,0.0227551733769216,0.0110900415759849,0.0190803948864658,0.00943613925016988,0.0101176522632336
J,0.00886202105203576,0.0113916946464543,0.0216394465761153,0.0186547891610379,0.0101245288703411,0.00768899680624472,0.00769231467366302,0.00852252563950493,0.0169510269111517,0,0.0111698877945409,0.0146494325210295,0.019572627561515,0.00743651522097039,0.0119439913542279,0.0140044358129838,0.0113284559697529,0.0114100108495738,0.00831180504699832,0.00831485058956266
K,0.0161299713153942,0.00667913996211558,0.0104182806280818,0.00953372246090298,0.0134138706645761,0.00574968462868785,0.0115863785493563,0.00768131446303818,0.0219983025381952,0.0111698877945409,0,0.0069083593386718,0.00897172720458209,0.0121281807598893,0.00741892250898568,0.00784643989118758,0.014965351670718,0.00714426431252633,0.0123533409699974,0.0142412256690931
L,0.0180807082934867,0.00604012084726219,0.00667787370042888,0.0105604134050311,0.0191100255049626,0.0089949570461635,0.0131625955391082,0.0110140913350568,0.0304476100660848,0.0146494325210295,0.0069083593386718,0,0.00759074062970122,0.0151619874006311,0.00631936898984677,0.00646531236979872,0.016576280468307,0.00851226907235888,0.015923664948441,0.0185204515169896
M,0.0198867041153353,0.00809952975175078,0.00786980927068992,0.00852983807759226,0.0169126914601559,0.00932630238560756,0.0155363921176875,0.0132466543156833,0.0249814516380845,0.019572627561515,0.00897172720458209,0.00759074062970122,0,0.0199326552528951,0.00803269077260086,0.0074918423339991,0.0183570835334413,0.00903131186000163,0.0158283637886179,0.0179216945855135
N,0.00666869395006181,0.0110228424016124,0.0213609382954394,0.0166611665954049,0.00869880312524356,0.00968082560248323,0.00598329026376253,0.00819180039813658,0.0129197853820724,0.00743651522097039,0.0121281807598893,0.0151619874006311,0.0199326552528951,0,0.011251734414988,0.0120063132060326,0.00616419652758677,0.0119271878570603,0.0063627247119077,0.00524017298757452
O,0.0129488099686861,0.00651024788171166,0.00857428038429242,0.0103406583379974,0.0143217339430303,0.00704342619922356,0.0104710802736035,0.00821657137591144,0.0229221447666798,0.0119439913542279,0.00741892250898568,0.00631936898984677,0.00803269077260086,0.011251734414988,0,0.00555682687795706,0.0133098503100733,0.00733663539050491,0.0112813172069443,0.0128727045528148
P,0.0143313406221228,0.00662126219634863,0.00741881786958231,0.00986841150665942,0.0155707088979929,0.00791640263469741,0.0113442085087199,0.010285619848414,0.0227551733769216,0.0140044358129838,0.00784643989118758,0.00646531236979872,0.0074918423339991,0.0120063132060326,0.00555682687795706,0,0.0144967402447405,0.00720218935538746,0.0123348263525018,0.0140740581509316
Q,0.0084053591937095,0.0127274673171189,0.0213533568780355,0.0159298425400575,0.0114678678972847,0.0118590422813593,0.00783134656030284,0.0108812253658264,0.0110900415759849,0.0113284559697529,0.014965351670718,0.016576280468307,0.0183570835334413,0.00616419652758677,0.0133098503100733,0.0144967402447405,0,0.0125618821034284,0.00657460801904726,0.00727620560451083
R,0.0153677375693088,0.0074573289283533,0.00976399406620099,0.00761635382795157,0.0148779177404986,0.00660454103949923,0.0102116278993425,0.00951008246828187,0.0190803948864658,0.0114100108495738,0.00714426431252633,0.00851226907235888,0.00903131186000163,0.0119271878570603,0.00733663539050491,0.00720218935538746,0.0125618821034284,0,0.0104166116313369,0.0125396707610992
S,0.00663873013065457,0.0113843671975973,0.0203739066852846,0.0147394034646669,0.00924616131447925,0.00781356389311005,0.00603125661652019,0.00748283155140474,0.00943613925016988,0.00831180504699832,0.0123533409699974,0.015923664948441,0.0158283637886179,0.0063627247119077,0.0112813172069443,0.0123348263525018,0.00657460801904726,0.0104166116313369,0,0.00536060242204565
T,0.0074370797092942,0.0121895803922873,0.0218667395042141,0.015953127238241,0.00913376870429936,0.00982387128072281,0.00734961107068575,0.00939888858538993,0.0101176522632336,0.00831485058956266,0.0142412256690931,0.0185204515169896,0.0179216945855135,0.00524017298757452,0.0128727045528148,0.0140740581509316,0.00727620560451083,0.0125396707610992,0.00536060242204565,0
