,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0121220809664239,0.0214510064423609,0.0179058149481808,0.00975083466703142,0.0119030707485648,0.00611701280034592,0.00852521887938796,0.0110715151438441,0.00841575048407908,0.0169830035940789,0.0186560392208328,0.0202538392992968,0.00554670282033815,0.0152187082831247,0.0147752338914322,0.00800727701220178,0.015450515816781,0.00621885513539612,0.00616725021028625
B,0.0121220809664239,0,0.00785716492065467,0.00681458359649258,0.0119510008484746,0.00705859364771493,0.00983784824271634,0.00811430888441613,0.0161432519502764,0.0099799296870244,0.00719062038623165,0.00624860123914151,0.00828068745539105,0.00994243682794672,0.00633653380755491,0.00602491064382775,0.0114010105864767,0.00703940354563375,0.00998984222295167,0.010423394862223
C,0.0214510064423609,0.00785716492065467,0,0.00838887067230457,0.0212125725760165,0.0123452103256007,0.0171915823397582,0.0166761886317749,0.030007351233224,0.0176969845198195,0.0105489250399152,0.00776042307860957,0.00871837056826543,0.0201718300800712,0.00790624988340633,0.00861250831953368,0.0186342980758967,0.00976961979195582,0.0189707071388576,0.0209558358225425
D,0.0179058149481808,0.00681458359649258,0.00838887067230457,0,0.0145130171042589,0.00934977983526712,0.0141239343400552,0.012104514993584,0.0195733366481871,0.0137931953434141,0.00881242689182111,0.00933188900953998,0.00836145058178017,0.0148108416690976,0.00937533389461096,0.00851181077462485,0.0143083162698113,0.00796680837916065,0.0145136544840412,0.0147332385900789
E,0.00975083466703142,0.0119510008484746,0.0212125725760165,0.0145130171042589,0,0.0113987718109151,0.0122377231406091,0.0102438693583213,0.00817144347907732,0.0109156463394442,0.0141992594708998,0.0193030395150331,0.016967472549947,0.00820306884382022,0.0152521714162464,0.0143364719463807,0.0106484404576463,0.0144353062211947,0.00805768888765474,0.00764493359997311
F,0.0119030707485648,0.00705859364771493,0.0123452103256007,0.00934977983526712,0.0113987718109151,0,0.00894680581587915,0.00687157381492166,0.017329949855014,0.00647657110719847,0.00642900335745201,0.00909926536376424,0.00970475260454767,0.0102974878602446,0.00805204677305671,0.00738149658191458,0.0121719589121383,0.00690507753111941,0.00879328267633489,0.00992979340086764
G,0.00611701280034592,0.00983784824271634,0.0171915823397582,0.0141239343400552,0.0122377231406091,0.00894680581587915,0,0.00868144452823488,0.0139417932407891,0.00741920005839633,0.013006983182248,0.0135799972700423,0.0154671996653064,0.00581848283879494,0.0118217818285465,0.0115218885204543,0.00754853983220762,0.0111722238147596,0.00578045733937108,0.0073708913792986
H,0.00852521887938796,0.00811430888441613,0.0166761886317749,0.012104514993584,0.0102438693583213,0.00687157381492166,0.00868144452823488,0,0.0133546632998286,0.00740756849039827,0.00856462450204639,0.0112141860560801,0.0121907762445509,0.00787092514840455,0.00882179351946778,0.00935918803793923,0.0108025821070105,0.0092493384848316,0.00832254843229446,0.00874159823076897
I,0.0110715151438441,0.0161432519502764,0.030007351233224,0.0195733366481871,0.00817144347907732,0.017329949855014,0.0139417932407891,0.0133546632998286,0,0.0139881953003362,0.020983809792645,0.0259119255505619,0.023938393707934,0.00917994416943452,0.0210441402385317,0.0199585433439807,0.00988039226383998,0.019291494452405,0.00884438043183073,0.00753328892934118
J,0.00841575048407908,0.0099799296870244,0.0176969845198195,0.0137931953434141,0.0109156463394442,0.00647657110719847,0.00741920005839633,0.00740756849039827,0.0139881953003362,0,0.0103901270274612,0.0138297221169448,0.015433056192086,0.00761993208792187,0.0111354798832971,0.011362988453255,0.0114099718204057,0.0100003940222351,0.0075573432182517,0.00808457301797171
K,0.0169830035940789,0.00719062038623165,0.0105489250399152,0.00881242689182111,0.0141992594708998,0.00642900335745201,0.013006983182248,0.00856462450204639,0.020983809792645,0.0103901270274612,0,0.00752906523076761,0.00923361363601312,0.013277087528556,0.00816257200361794,0.00819544503509895,0.0157282841928144,0.00813887814165719,0.0137203896057632,0.0148680544569133
