,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0127736510064829,0.0213801947485025,0.0174935588220816,0.01004499940037,0.0126652060550614,0.00639207679643396,0.00859494304554837,0.0140615269691415,0.00841611805012979,0.0147211349942924,0.0192249175490859,0.019042318436329,0.00635204422884368,0.0133713466524322,0.0149109587245193,0.00969578074227882,0.0144046749381604,0.00691536795013305,0.00714260269096541
B,0.0127736510064829,0,0.00727749288309154,0.00816878588812208,0.0135162608269303,0.00693113515769055,0.0093750879195317,0.00886485811927445,0.0184134044061149,0.0102707870940047,0.00694673950484129,0.00646298025883145,0.00746369538986555,0.01152677996885,0.00605061775302467,0.00676440916894405,0.0164889347591263,0.0074508406171572,0.0111703490410681,0.0122708827131103
C,0.0213801947485025,0.00727749288309154,0,0.0088963559034177,0.024533044213611,0.0120967867151873,0.0159855110018401,0.0166556086507778,0.033373920669562,0.0189620710526383,0.0100949536252115,0.00643577656284422,0.0075544564345954,0.0201491199315071,0.0074114294375524,0.0079685725624318,0.0234921504275695,0.00901895406105168,0.018743658469336,0.0219828484177941
D,0.0174935588220816,0.00816878588812208,0.0088963559034177,0,0.0148358577078132,0.00863726940380817,0.0131195603555383,0.012988114644982,0.020343218105597,0.0149542313881964,0.00858532560690489,0.010015858059286,0.00804542743600457,0.0160776658085698,0.00972192268427003,0.00981543766328201,0.0153658080040052,0.00771668976057939,0.0142741161688574,0.0159885984344778
E,0.01004499940037,0.0135162608269303,0.024533044213611,0.0148358577078132,0,0.0117218431281805,0.0110163081701226,0.0102488819096805,0.0101189534009072,0.0103262991384477,0.0139359320783813,0.019554579810954,0.0159905318132588,0.00931587918539642,0.0158271493716885,0.0164160595277553,0.011642153784212,0.0153564364385492,0.00918253100608414,0.00966673229921918
F,0.0126652060550614,0.00693113515769055,0.0120967867151873,0.00863726940380817,0.0117218431281805,0,0.00864289284918414,0.00714283612091633,0.0181730833951477,0.00684202610343477,0.00615242179794567,0.00895297161951958,0.00910868548295941,0.010326288631845,0.00744723586910436,0.00725195208795763,0.013592639047928,0.00661367283481819,0.00866074395570121,0.0111466545666521
G,0.00639207679643396,0.0093750879195317,0.0159855110018401,0.0131195603555383,0.0110163081701226,0.00864289284918414,0,0.00862055577149633,0.0156997708517841,0.00687805125102268,0.0108603111167173,0.0131429872410972,0.0143950950115955,0.00555245559873614,0.00961495428033144,0.0102755555102156,0.00981821364434271,0.00994982653226669,0.00606390055673761,0.00779946153928524
H,0.00859494304554837,0.00886485811927445,0.0166556086507778,0.012988114644982,0.0102488819096805,0.00714283612091633,0.00862055577149633,0,0.0153067651413536,0.00753088094707139,0.00837593588228314,0.0108501182758017,0.0119888167395784,0.00904253365967155,0.00917047956400505,0.0101349396246082,0.0138377140203496,0.00954819618648642,0.00822846072256364,0.0103107507018743
I,0.0140615269691415,0.0184134044061149,0.033373920669562,0.020343218105597,0.0101189534009072,0.0181730833951477,0.0156997708517841,0.0153067651413536,0,0.0152567579549735,0.0202181874673513,0.0290176018937854,0.0239528337882209,0.0120446578592095,0.0231908988043611,0.026136558922547,0.0100001137132662,0.0192707828921762,0.0099951616388424,0.00805415518427127
J,0.00841611805012979,0.0102707870940047,0.0189620710526383,0.0149542313881964,0.0103262991384477,0.00684202610343477,0.00687805125102268,0.00753088094707139,0.0152567579549735,0,0.00961261065664797,0.0136341272106198,0.0157357674812505,0.00793183216735986,0.0111964060348892,0.0122212196617935,0.0129878179042312,0.0107089659731393,0.00834581378812768,0.0093631341561562
