,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0131395437724718,0.022016520495168,0.0172954795831692,0.009574133624833,0.0105192128806271,0.00632892377708801,0.00876911945989855,0.0117110863957127,0.00831981106434546,0.0161865284727336,0.0193108855055053,0.0198600617157927,0.00599783646580974,0.0140187467942476,0.0157692402206782,0.00806031996941458,0.0148718331367411,0.00623758427832586,0.00674013771105969
B,0.0131395437724718,0,0.00759761088534466,0.00810108592988123,0.0145441955683132,0.00793134649587877,0.0107293393856477,0.0075584060251797,0.0202796261932049,0.0096096926936062,0.0076775966297955,0.00656488378425703,0.008813601582464,0.0117927671677159,0.00705303718765476,0.00693456361554548,0.0150087530023933,0.00754530468076084,0.012402311974612,0.0123686913465451
C,0.022016520495168,0.00759761088534466,0,0.0100680277786822,0.0268171464775596,0.0132576441885407,0.0201047642173608,0.0148741005926699,0.0323862129995482,0.0172543386836142,0.0105965354265384,0.00892384174160919,0.00953817992287932,0.0216335903922689,0.00765092482044578,0.00927556894244575,0.0230713687186763,0.00914105072377118,0.0212401230017979,0.0225320017515823
D,0.0172954795831692,0.00810108592988123,0.0100680277786822,0,0.0164006565232356,0.00934430072093795,0.0137299302303352,0.0113813809280825,0.0211133187024528,0.0137946742074298,0.00913689343042508,0.0103132864387464,0.00868349209780195,0.0163070195707604,0.0107801631706445,0.00968712269889014,0.0161972328126903,0.00780803055705777,0.015348451478036,0.0159551235150616
E,0.009574133624833,0.0145441955683132,0.0268171464775596,0.0164006565232356,0,0.0118900628724863,0.0119882080679523,0.00984365606981323,0.00956443577434606,0.010193100731208,0.0136875350467931,0.020998147856072,0.0182723718343553,0.00865663097424999,0.0180370875538932,0.0159812751796965,0.0115062566771741,0.0151739304726802,0.0100982541273657,0.00805258898044442
F,0.0105192128806271,0.00793134649587877,0.0132576441885407,0.00934430072093795,0.0118900628724863,0,0.00862361279351845,0.00644482002855545,0.0173968418136224,0.00593700247878922,0.00649951813837133,0.00950239870111198,0.0102408805547347,0.0102250162658808,0.00818533495789557,0.00787738985545352,0.0126035806358062,0.00664051931451088,0.00870789598475237,0.0105728919230473
G,0.00632892377708801,0.0107293393856477,0.0201047642173608,0.0137299302303352,0.0119882080679523,0.00862361279351845,0,0.00886850688059443,0.014613905040899,0.00753398624605384,0.0129164994975353,0.0143710894814008,0.016906635641873,0.00627302026117578,0.0112202028857926,0.0127655293054533,0.0079877398589014,0.0104158948361418,0.00648401087753182,0.00817160712872989
H,0.00876911945989855,0.0075584060251797,0.0148741005926699,0.0113813809280825,0.00984365606981323,0.00644482002855545,0.00886850688059443,0,0.0140819878593634,0.00708296789564199,0.00752202982956305,0.0105417904347377,0.0113788448136683,0.00854760139687628,0.00882256105986783,0.00890658113663246,0.010923423856814,0.00771020396815254,0.00858761092859029,0.00929858375333266
I,0.0117110863957127,0.0202796261932049,0.0323862129995482,0.0211133187024528,0.00956443577434606,0.0173968418136224,0.014613905040899,0.0140819878593634,0,0.0153035064597272,0.0211909365633207,0.0308509717078532,0.0271687385085892,0.0098266119148698,0.0239977824711312,0.0242716930484499,0.010506074126728,0.0199053766767633,0.009929389704788,0.00771793082790784
J,0.00831981106434546,0.0096096926936062,0.0172543386836142,0.0137946742074298,0.010193100731208,0.00593700247878922,0.00753398624605384,0.00708296789564199,0.0153035064597272,0,0.00915419011128576,0.0130370774043028,0.0146238279195859,0.00778027031871363,0.0112664669042898,0.0116522454316971,0.0114507932376942,0.00938679020284765,0.00758889396516626,0.00953645117349702
