,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.012185592352781,0.0193639630736353,0.0156301396345125,0.00983685289529346,0.0116970852672989,0.00591359922173848,0.00894121429588133,0.0116959073060244,0.00886620912645845,0.015430040834889,0.0174114052051625,0.0199670610254581,0.00578066765868965,0.0125611894940264,0.0136934494462539,0.00777084580618096,0.0158022360989798,0.00702668079292693,0.00708170632381979
B,0.012185592352781,0,0.00738290934831099,0.00760088843885179,0.012122159367754,0.007265755667155,0.00918672301485266,0.00863416244310134,0.0185549355261469,0.0096353935374481,0.00694951071990904,0.00573445038161847,0.00811627430549858,0.0113533484221127,0.00565190587716542,0.00639755530872876,0.0117004154567863,0.0076698675397061,0.0104461699702037,0.0111629033825814
C,0.0193639630736353,0.00738290934831099,0,0.00814731401483022,0.0197634851580883,0.0110102305481398,0.014265433945226,0.0155182715685848,0.0292619747524052,0.0162877811517427,0.0100703231538051,0.00767275709021026,0.00839659774311204,0.0181981303020392,0.00706366523645176,0.00723685465710318,0.0170276217455615,0.00920345652908877,0.0172292368672413,0.0193706252386719
D,0.0156301396345125,0.00760088843885179,0.00814731401483022,0,0.0137677384498526,0.00840448595024154,0.012215877377425,0.0115500612498098,0.0194117720320574,0.0133077210088049,0.0083793378148758,0.00934908594829427,0.0081873640706698,0.0147809452227392,0.00877459042824093,0.00884057781476648,0.0131294091596916,0.00806915369600316,0.0132384153573201,0.0139884204096704
E,0.00983685289529346,0.012122159367754,0.0197634851580883,0.0137677384498526,0,0.0115718392179893,0.0104167026430792,0.0104805892409394,0.00927253534869786,0.0104429725302461,0.0150152744670868,0.0198716462069361,0.0166346567297467,0.0092816465442421,0.0141764222161196,0.0145288285463295,0.0106371602644391,0.0158518028495352,0.00884630298874863,0.00856829144523596
F,0.0116970852672989,0.007265755667155,0.0110102305481398,0.00840448595024154,0.0115718392179893,0,0.00848377097956801,0.0064788512493943,0.0182682103854081,0.00628558842733988,0.00602172499469387,0.00848826295518717,0.0090927019928881,0.010268126392732,0.00675890357385648,0.00680344982353676,0.0121267583925202,0.0062589593609166,0.00838037608379945,0.0109514992852086
G,0.00591359922173848,0.00918672301485266,0.014265433945226,0.012215877377425,0.0104167026430792,0.00848377097956801,0,0.00802720315616796,0.0139197734463013,0.00676380119386582,0.0121644690147845,0.0130116035763543,0.0157547239520915,0.00523491348029679,0.00880495095705164,0.0102657034398763,0.00685381799729316,0.0111745068089271,0.00575941600019666,0.00729268974498017
H,0.00894121429588133,0.00863416244310134,0.0155182715685848,0.0115500612498098,0.0104805892409394,0.0064788512493943,0.00802720315616796,0,0.0150564883921182,0.00759972975006439,0.00848827284025604,0.0103996567430127,0.0124942811907304,0.0090689910859736,0.00794143839026981,0.0094846380803475,0.0103006630100142,0.00898719123003414,0.00803226307722965,0.009659976214475
I,0.0116959073060244,0.0185549355261469,0.0292619747524052,0.0194117720320574,0.00927253534869786,0.0182682103854081,0.0139197734463013,0.0150564883921182,0,0.0153910027984605,0.0201145844811724,0.0287414299394944,0.024126541958681,0.0113646788128343,0.022511120125267,0.0236606514602803,0.010275614819085,0.0221490381849372,0.00976558699413644,0.00860824074644513
J,0.00886620912645845,0.0096353935374481,0.0162877811517427,0.0133077210088049,0.0104429725302461,0.00628558842733988,0.00676380119386582,0.00759972975006439,0.0153910027984605,0,0.00921178870515139,0.0128854293249724,0.0160842776226709,0.00759000031314647,0.00963646391166544,0.0110279549308024,0.0106930720021572,0.0096710011016972,0.00738048451794719,0.00878850616592334
K,0.015430040834889,0.00694951071990904,0.0100703231538051,0.0083793378148758,0.0150152744670868,0.00602172499469387,0.0121644690147845,0.00848827284025604,0.0201145844811724,0.00921178870515139,0,0.00769998286010749,0.00898580666641028,0.013589913877047,0.00702471525098527,0.00744876035277388,0.015106704204392,0.0077323370854814,0.0126423220476199,0.0143216204709166
L,0.0174114052051625,0.00573445038161847,0.00767275709021026,0.00934908594829427,0.0198716462069361,0.00848826295518717,0.0130116035763543,0.0103996567430127,0.0287414299394944,0.0128854293249724,0.00769998286010749,0,0.00733337415005212,0.0150388917474892,0.00588816589518109,0.00662602007099787,0.0160978073281717,0.00833642006247688,0.0167412673689469,0.0181336466841021
M,0.0199670610254581,0.00811627430549858,0.00839659774311204,0.0081873640706698,0.0166346567297467,0.0090927019928881,0.0157547239520915,0.0124942811907304,0.024126541958681,0.0160842776226709,0.00898580666641028,0.00733337415005212,0,0.019062969156619,0.00765569721034547,0.00702027869211271,0.0177260358132661,0.00965759433680733,0.0165454483859131,0.0177876276581905
N,0.00578066765868965,0.0113533484221127,0.0181981303020392,0.0147809452227392,0.0092816465442421,0.010268126392732,0.00523491348029679,0.0090689910859736,0.0113646788128343,0.00759000031314647,0.013589913877047,0.0150388917474892,0.019062969156619,0,0.0103938130342329,0.010969579568814,0.00549159280544019,0.0128460779172919,0.00636354409164607,0.00531593493080919
O,0.0125611894940264,0.00565190587716542,0.00706366523645176,0.00877459042824093,0.0141764222161196,0.00675890357385648,0.00880495095705164,0.00794143839026981,0.022511120125267,0.00963646391166544,0.00702471525098527,0.00588816589518109,0.00765569721034547,0.0103938130342329,0,0.00485669986731188,0.0118455718646842,0.00702663855004348,0.0108273590175824,0.0126337366665893
