,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
K,0.0146465431784453,0.00759351982789606,0.0117823041924838,0.00861888528273171,0.0137552113935891,0.00645592431908678,0.0112300335653903,0.00792060381195196,0.0187986235984011,0.00949263224770012,0,0.00720614123774121,0.00912229056293228,0.0129649418012566,0.00772543038607448,0.00767103774857448,0.0141445683302626,0.0078851223612277,0.0114981076285789,0.0124161484907393
L,0.0174145408295567,0.00625291338029911,0.00714745337675607,0.00912745033974036,0.0197171670207722,0.0090415119247915,0.0123484141182719,0.0109869174617923,0.0286387899464176,0.0130203327623744,0.00720614123774121,0,0.00716277276069854,0.0151835088362241,0.00629233984169504,0.00678948821399466,0.0149545915295767,0.00804046884108291,0.0147886918708694,0.0176668625609472
M,0.0194061168620161,0.00778386835803806,0.00778307269397846,0.0075270150709436,0.0169090013691802,0.010129227770989,0.0153980061969902,0.0120823929877695,0.0253556127854021,0.0151385801070916,0.00912229056293228,0.00716277276069854,0,0.0185117171732367,0.00753070175521918,0.00704276603252053,0.0173624479280402,0.00915796822310469,0.0156342730201822,0.0175357392609031
N,0.00559321642974977,0.0112021057618019,0.0217888759928718,0.01472247812219,0.0102351765287392,0.0105048201542825,0.00584602988503602,0.00831590536380617,0.0092539685605896,0.00719551789152477,0.0129649418012566,0.0151835088362241,0.0185117171732367,0,0.0113569599335629,0.0121581073328178,0.00564000997881614,0.012650565315795,0.00564226301765587,0.00540962408305479
O,0.0132263515240754,0.006403811685533,0.00777434567670919,0.00965174394952191,0.0152857138083627,0.00761502330121265,0.00977036193515479,0.00867525283061879,0.0213117242478776,0.0107899940522558,0.00772543038607448,0.00629233984169504,0.00753070175521918,0.0113569599335629,0,0.0052373151000389,0.0124908567812118,0.007841120484836,0.0106434442814527,0.0127893366596392
P,0.0148045841082708,0.00643082612827483,0.00849921746247082,0.00951232255342445,0.0173091769183092,0.00802899385725062,0.0114953891395689,0.00991433308228069,0.0222978312270966,0.0118247841746028,0.00767103774857448,0.00678948821399466,0.00704276603252053,0.0121581073328178,0.0052373151000389,0,0.0140505848835745,0.0077937437709898,0.011896517778451,0.0137884595965462
Q,0.00762264777257273,0.0113298679022127,0.0190492225058148,0.0126807917344948,0.0106663514093303,0.0120581979597841,0.00744931758467658,0.0110366439764862,0.0104680443631397,0.0107469649703831,0.0141445683302626,0.0149545915295767,0.0173624479280402,0.00564000997881614,0.0124908567812118,0.0140505848835745,0,0.01349832047308,0.00682078438691341,0.00740025211922493
R,0.0150820715331233,0.00707819796631205,0.00972301361052322,0.00761428784663486,0.016116002938777,0.00673632022323513,0.0110937072534907,0.0092415223522866,0.0208931909475811,0.0104726985471454,0.0078851223612277,0.00804046884108291,0.00915796822310469,0.012650565315795,0.007841120484836,0.0077937437709898,0.01349832047308,0,0.0109817478017931,0.0129969779439003
S,0.0065243055831716,0.00975603792719222,0.0190155065783095,0.0129696941095494,0.00958494056951803,0.00811856006148524,0.00633245993352283,0.00760480255695387,0.00875774989146127,0.00734597389083115,0.0114981076285789,0.0147886918708694,0.0156342730201822,0.00564226301765587,0.0106434442814527,0.011896517778451,0.00682078438691341,0.0109817478017931,0,0.00498054139284248
T,0.00671285871175084,0.0107159722327705,0.0228804709648352,0.0139002993414797,0.00894034018536035,0.00977742056459615,0.00745447103979423,0.00876630914994556,0.00752402131313467,0.00807650053776157,0.0124161484907393,0.0176668625609472,0.0175357392609031,0.00540962408305479,0.0127893366596392,0.0137884595965462,0.00740025211922493,0.0129969779439003,0.00498054139284248,0
