,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0128081293785748,0.0211760917381679,0.0180279511145164,0.0103823279026996,0.0114953976010687,0.00574580630544706,0.00954714137222305,0.0102727509341744,0.00840146444929582,0.0168053064759735,0.0194899536316812,0.0208660220645526,0.00583525469167014,0.0128187214069262,0.0150205781531533,0.00827134680840525,0.0162040080007462,0.00639345136380143,0.00691112011607018
B,0.0128081293785748,0,0.00795987459673032,0.00848771432797363,0.0132617927881332,0.00722036810489899,0.00977168149513498,0.00785927288045189,0.0169656931543037,0.00954604588026594,0.00684632985273112,0.00629935729205071,0.00846740435189659,0.011765621466657,0.00584998512527896,0.00639500485661967,0.0124630011681605,0.00714984807405446,0.0111488949942287,0.0115569369766201
C,0.0211760917381679,0.00795987459673032,0,0.00905481317169678,0.0254769266953167,0.0122113135588808,0.0174601280664203,0.0163702357984191,0.0297619125537411,0.0194066733196115,0.0110174337823823,0.00763168332043009,0.0083311323365327,0.0211130640164604,0.00735331872026856,0.00792233753447949,0.0188791339951041,0.00885650962770172,0.0196623141015875,0.021739157798964
D,0.0180279511145164,0.00848771432797363,0.00905481317169678,0,0.0167568244275078,0.00951359897792838,0.0146360021026472,0.0131128489546863,0.019746851884783,0.0155500666475971,0.00916238485046211,0.0100834933324921,0.00856441075481652,0.0173335175216138,0.0102066843533539,0.00941647352092019,0.0140502205666831,0.00748461041358532,0.0143686548423436,0.0151538028573575
E,0.0103823279026996,0.0132617927881332,0.0254769266953167,0.0167568244275078,0,0.0118775163792371,0.0113940985408536,0.0116768864784547,0.00891374717022063,0.0107592793998119,0.0134260661688205,0.022556453721775,0.0181266994914534,0.00900091651994176,0.0179185869001581,0.0167702225447164,0.0110774757777229,0.0157531358818124,0.00881457270799591,0.00814478668669492
F,0.0114953976010687,0.00722036810489899,0.0122113135588808,0.00951359897792838,0.0118775163792371,0,0.00952739495012264,0.00664051792345111,0.0146833290812535,0.00634500654824165,0.00608371199005596,0.0089599723264986,0.00928470162332451,0.0106172113941881,0.00774276455697197,0.00745787873829177,0.0122058133822008,0.00691351027695873,0.00852457426612976,0.0103430846827489
G,0.00574580630544706,0.00977168149513498,0.0174601280664203,0.0146360021026472,0.0113940985408536,0.00952739495012264,0,0.00903389254300849,0.0120365099520616,0.00703945806444686,0.0120738461348647,0.014032964137011,0.0167579019408039,0.00559125261157324,0.0103733880589056,0.0122078882744775,0.00740453953200872,0.0115089639757855,0.00618707233881728,0.0070836687355626
H,0.00954714137222305,0.00785927288045189,0.0163702357984191,0.0131128489546863,0.0116768864784547,0.00664051792345111,0.00903389254300849,0,0.014236556044069,0.00701297964083354,0.00826497249432379,0.0112401729712991,0.0130577459060967,0.00925546476110387,0.00940604554870313,0.00984882831931969,0.0117466633130727,0.00945037894980963,0.00832938119838041,0.00953018481080968
I,0.0102727509341744,0.0169656931543037,0.0297619125537411,0.019746851884783,0.00891374717022063,0.0146833290812535,0.0120365099520616,0.014236556044069,0,0.0129983521766262,0.0183154551001271,0.0276691274287056,0.025536408421614,0.00938219446245656,0.0206297692114052,0.0217997066088118,0.00942250669937643,0.0179236531973687,0.00814307833749976,0.00669253061115202
J,0.00840146444929582,0.00954604588026594,0.0194066733196115,0.0155500666475971,0.0107592793998119,0.00634500654824165,0.00703945806444686,0.00701297964083354,0.0129983521766262,0,0.00945802082032681,0.0134925942910676,0.0154669251856683,0.00755593731393842,0.011797017284291,0.011962388987423,0.0113822723921703,0.0105889718850235,0.00771650632923217,0.0081286802074584
K,0.0168053064759735,0.00684632985273112,0.0110174337823823,0.00916238485046211,0.0134260661688205,0.00608371199005596,0.0120738461348647,0.00826497249432379,0.0183154551001271,0.00945802082032681,0,0.00727886772908994,0.00824288950950321,0.0133865591025331,0.00759471088448502,0.00720614907751431,0.0144337208324574,0.00750054420268585,0.0123159628567626,0.014240188183404
L,0.0194899536316812,0.00629935729205071,0.00763168332043009,0.0100834933324921,0.022556453721775,0.0089599723264986,0.014032964137011,0.0112401729712991,0.0276691274287056,0.0134925942910676,0.00727886772908994,0,0.00821873473119847,0.0159651130296654,0.00681058626512062,0.00661737871075989,0.0159809955578598,0.00849250962842035,0.0170753309736156,0.0184322871319163
M,0.0208660220645526,0.00846740435189659,0.0083311323365327,0.00856441075481652,0.0181266994914534,0.00928470162332451,0.0167579019408039,0.0130577459060967,0.025536408421614,0.0154669251856683,0.00824288950950321,0.00821873473119847,0,0.0198644892849893,0.00725321368951058,0.00681858862344731,0.0176973413890971,0.0087501169403144,0.0169160646991088,0.0189812816701669
N,0.00583525469167014,0.011765621466657,0.0211130640164604,0.0173335175216138,0.00900091651994176,0.0106172113941881,0.00559125261157324,0.00925546476110387,0.00938219446245656,0.00755593731393842,0.0133865591025331,0.0159651130296654,0.0198644892849893,0,0.0118900172224771,0.012540696292668,0.00595679113568374,0.0131349447739321,0.00620278458663907,0.00508695715484871
O,0.0128187214069262,0.00584998512527896,0.00735331872026856,0.0102066843533539,0.0179185869001581,0.00774276455697197,0.0103733880589056,0.00940604554870313,0.0206297692114052,0.011797017284291,0.00759471088448502,0.00681058626512062,0.00725321368951058,0.0118900172224771,0,0.00522487449903469,0.0130268746211497,0.00750712981582392,0.0119658701232804,0.0140108708842616
P,0.0150205781531533,0.00639500485661967,0.00792233753447949,0.00941647352092019,0.0167702225447164,0.00745787873829177,0.0122078882744775,0.00984882831931969,0.0217997066088118,0.011962388987423,0.00720614907751431,0.00661737871075989,0.00681858862344731,0.012540696292668,0.00522487449903469,0,0.0143909585149859,0.00752344125816025,0.0125643287769035,0.0136821188051564
Q,0.00827134680840525,0.0124630011681605,0.0188791339951041,0.0140502205666831,0.0110774757777229,0.0122058133822008,0.00740453953200872,0.0117466633130727,0.00942250669937643,0.0113822723921703,0.0144337208324574,0.0159809955578598,0.0176973413890971,0.00595679113568374,0.0130268746211497,0.0143909585149859,0,0.0128637136820603,0.00735727843711455,0.00761225095963255
R,0.0162040080007462,0.00714984807405446,0.00885650962770172,0.00748461041358532,0.0157531358818124,0.00691351027695873,0.0115089639757855,0.00945037894980963,0.0179236531973687,0.0105889718850235,0.00750054420268585,0.00849250962842035,0.0087501169403144,0.0131349447739321,0.00750712981582392,0.00752344125816025,0.0128637136820603,0,0.0112775205028569,0.0138810967365702
S,0.00639345136380143,0.0111488949942287,0.0196623141015875,0.0143686548423436,0.00881457270799591,0.00852457426612976,0.00618707233881728,0.00832938119838041,0.00814307833749976,0.00771650632923217,0.0123159628567626,0.0170753309736156,0.0169160646991088,0.00620278458663907,0.0119658701232804,0.0125643287769035,0.00735727843711455,0.0112775205028569,0,0.00505934839873507
T,0.00691112011607018,0.0115569369766201,0.021739157798964,0.0151538028573575,0.00814478668669492,0.0103430846827489,0.0070836687355626,0.00953018481080968,0.00669253061115202,0.0081286802074584,0.014240188183404,0.0184322871319163,0.0189812816701669,0.00508695715484871,0.0140108708842616,0.0136821188051564,0.00761225095963255,0.0138810967365702,0.00505934839873507,0
