,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0150646441690114,0.0248405919086034,0.0187433888644968,0.00974534374521024,0.0120583198114167,0.00699199357002974,0.00939639838454881,0.0119447388013595,0.00871764721506796,0.0163586987498535,0.0222232895834699,0.0218248925008269,0.00619801311101586,0.0153945881889134,0.0171906885510221,0.00837481245122935,0.0156979422987082,0.00629572619065957,0.00704829666424351
B,0.0150646441690114,0,0.00744223140562617,0.00742421695520804,0.0147641532066233,0.00779076361490302,0.0127648572024809,0.00789318407532084,0.0205491341741366,0.0117734066119097,0.00636070179598502,0.00670678710502737,0.0080561375652456,0.012868693912447,0.00583759233561959,0.00662931627916263,0.0137120537407199,0.00703080044059569,0.0125718452445186,0.013409980705081
C,0.0248405919086034,0.00744223140562617,0,0.00862070943846661,0.0271767672816092,0.0128403158268959,0.0212622673274669,0.0168468376543625,0.0343269206119621,0.0235066599079751,0.0118525385316493,0.00748613412564144,0.00816372404925777,0.0240924959897209,0.00719726984423088,0.00804875172965114,0.0224695326991507,0.00959495815361304,0.0225313523343683,0.0256680189004848
D,0.0187433888644968,0.00742421695520804,0.00862070943846661,0,0.0168412393060278,0.00873693340060841,0.0166021208066517,0.0117811442621107,0.0213201770359376,0.0170314820643922,0.00815828491585112,0.00915890219380594,0.00780364604283675,0.0179038785958824,0.00938679512095252,0.00940275234517561,0.0166896716162939,0.00729419896833281,0.01592387652419,0.0165513449696285
E,0.00974534374521024,0.0147641532066233,0.0271767672816092,0.0168412393060278,0,0.0113522529698501,0.0122249953459465,0.0107591394435883,0.00963477313980475,0.0104216619530069,0.0151663324484109,0.0243092910805171,0.0195780766213847,0.00944222042163964,0.0181115396042017,0.0175126541076017,0.0115817924117297,0.0161707314855935,0.0082912062727806,0.00806327487059016
F,0.0120583198114167,0.00779076361490302,0.0128403158268959,0.00873693340060841,0.0113522529698501,0,0.00990946003515053,0.00664061832334325,0.0170836786148825,0.00790541771945191,0.00582030609921527,0.00984545746531863,0.0093442027069736,0.0109185941195028,0.00815579785125827,0.00731644071029887,0.0128980140362939,0.0059828414192972,0.00865220785734379,0.0108359964321059
G,0.00699199357002974,0.0127648572024809,0.0212622673274669,0.0166021208066517,0.0122249953459465,0.00990946003515053,0,0.00872185502527174,0.0156235299877613,0.00770422159342503,0.0135230272589723,0.0168963605215079,0.0181104681876236,0.00638981493797816,0.0120826649294104,0.013383815859567,0.0083551247901017,0.011963079536061,0.00652313195012813,0.00815547958272623
H,0.00939639838454881,0.00789318407532084,0.0168468376543625,0.0117811442621107,0.0107591394435883,0.00664061832334325,0.00872185502527174,0,0.0156655817737506,0.00810807813246947,0.00776412040080724,0.0110560405891182,0.0122685999726248,0.00929538280360442,0.00854145072845738,0.00997679843763998,0.0113092041335693,0.00870323282045454,0.00824590859166035,0.0094770157562399
I,0.0119447388013595,0.0205491341741366,0.0343269206119621,0.0213201770359376,0.00963477313980475,0.0170836786148825,0.0156235299877613,0.0156655817737506,0,0.0152682824712042,0.0211504415025863,0.0328030025354428,0.0267041838675819,0.0112229725265286,0.0248540858547171,0.026390842363681,0.0108064449449344,0.0203272714011977,0.010277097863553,0.00862783130606457
J,0.00871764721506796,0.0117734066119097,0.0235066599079751,0.0170314820643922,0.0104216619530069,0.00790541771945191,0.00770422159342503,0.00810807813246947,0.0152682824712042,0,0.0107924686724592,0.0168410467529996,0.0180797850442484,0.00723447715459741,0.0136121855469576,0.0138047840286262,0.0106216204446047,0.0106093105249411,0.00732765086614486,0.0090932264366563
K,0.0163586987498535,0.00636070179598502,0.0118525385316493,0.00815828491585112,0.0151663324484109,0.00582030609921527,0.0135230272589723,0.00776412040080724,0.0211504415025863,0.0107924686724592,0,0.00773144298284055,0.00842856158583606,0.0139031507854855,0.00772816642466572,0.00750368002382056,0.0162036951633759,0.00673359136373016,0.0132694938686975,0.0148667697753743
L,0.0222232895834699,0.00670678710502737,0.00748613412564144,0.00915890219380594,0.0243092910805171,0.00984545746531863,0.0168963605215079,0.0110560405891182,0.0328030025354428,0.0168410467529996,0.00773144298284055,0,0.00779942009868139,0.0189785773191628,0.00651922633179109,0.00752446558444294,0.0205320964928813,0.00830898986851339,0.0191969630114817,0.0225832770835637
M,0.0218248925008269,0.0080561375652456,0.00816372404925777,0.00780364604283675,0.0195780766213847,0.0093442027069736,0.0181104681876236,0.0122685999726248,0.0267041838675819,0.0180797850442484,0.00842856158583606,0.00779942009868139,0,0.0204080724816367,0.00710194244748107,0.00723044473660273,0.0200679461222975,0.00886665527465953,0.0179486373944042,0.0196877748299767
N,0.00619801311101586,0.012868693912447,0.0240924959897209,0.0179038785958824,0.00944222042163964,0.0109185941195028,0.00638981493797816,0.00929538280360442,0.0112229725265286,0.00723447715459741,0.0139031507854855,0.0189785773191628,0.0204080724816367,0,0.0136437542511564,0.0136047113293592,0.00592150226100237,0.0134965965855599,0.0059408732589448,0.00568149733775539
O,0.0153945881889134,0.00583759233561959,0.00719726984423088,0.00938679512095252,0.0181115396042017,0.00815579785125827,0.0120826649294104,0.00854145072845738,0.0248540858547171,0.0136121855469576,0.00772816642466572,0.00651922633179109,0.00710194244748107,0.0136437542511564,0,0.00592013967371746,0.0150205968984428,0.00723662785949067,0.0140493610097935,0.0156974267188327
P,0.0171906885510221,0.00662931627916263,0.00804875172965114,0.00940275234517561,0.0175126541076017,0.00731644071029887,0.013383815859567,0.00997679843763998,0.026390842363681,0.0138047840286262,0.00750368002382056,0.00752446558444294,0.00723044473660273,0.0136047113293592,0.00592013967371746,0,0.0155393188428148,0.00786497434196988,0.0141298533415049,0.0161060470125447
Q,0.00837481245122935,0.0137120537407199,0.0224695326991507,0.0166896716162939,0.0115817924117297,0.0128980140362939,0.0083551247901017,0.0113092041335693,0.0108064449449344,0.0106216204446047,0.0162036951633759,0.0205320964928813,0.0200679461222975,0.00592150226100237,0.0150205968984428,0.0155393188428148,0,0.0143467255872849,0.00654738799511495,0.00732942964712001
R,0.0156979422987082,0.00703080044059569,0.00959495815361304,0.00729419896833281,0.0161707314855935,0.0059828414192972,0.011963079536061,0.00870323282045454,0.0203272714011977,0.0106093105249411,0.00673359136373016,0.00830898986851339,0.00886665527465953,0.0134965965855599,0.00723662785949067,0.00786497434196988,0.0143467255872849,0,0.0116275838393831,0.0144470701675115
S,0.00629572619065957,0.0125718452445186,0.0225313523343683,0.01592387652419,0.0082912062727806,0.00865220785734379,0.00652313195012813,0.00824590859166035,0.010277097863553,0.00732765086614486,0.0132694938686975,0.0191969630114817,0.0179486373944042,0.0059408732589448,0.0140493610097935,0.0141298533415049,0.00654738799511495,0.0116275838393831,0,0.00516473535961729
T,0.00704829666424351,0.013409980705081,0.0256680189004848,0.0165513449696285,0.00806327487059016,0.0108359964321059,0.00815547958272623,0.0094770157562399,0.00862783130606457,0.0090932264366563,0.0148667697753743,0.0225832770835637,0.0196877748299767,0.00568149733775539,0.0156974267188327,0.0161060470125447,0.00732942964712001,0.0144470701675115,0.00516473535961729,0
