,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0122059991346252,0.0201776935038383,0.0154532554980876,0.0097467105611382,0.0107952651854197,0.00650991969170992,0.00866453069917915,0.0108950984910843,0.00840608418999444,0.0152337941581395,0.0172868303186349,0.0182116504799253,0.006332808923331,0.0129230079368549,0.0153684018000374,0.00935826658324418,0.0148100248127489,0.00657607818131752,0.00748577443383144
B,0.0122059991346252,0,0.00754097991950031,0.00756224560604092,0.0119978541919468,0.00705936739317607,0.0100936622502769,0.00710404777777935,0.017248379767934,0.00953157798327607,0.00681524364709866,0.00618992337391755,0.00753324854964057,0.0107757218908675,0.00589618188842204,0.00681023667728023,0.0127542065546218,0.00725177892088512,0.0105323286128098,0.0114885416345095
C,0.0201776935038383,0.00754097991950031,0,0.00935339599489251,0.0210241418201062,0.0122816622549124,0.0168363282680039,0.0152525984119996,0.0303719789604398,0.0186566089666218,0.010869422833441,0.00722122375379131,0.00800754936315764,0.0196265692047582,0.00788928737990852,0.00814940967868853,0.0204823586971118,0.00951858838882922,0.0196417664440746,0.0211280347650034
D,0.0154532554980876,0.00756224560604092,0.00935339599489251,0,0.0134280994267004,0.00896291360500302,0.0131892201089552,0.0112801981894073,0.0183796002841054,0.0143220028845579,0.0089052652442007,0.00927412554184083,0.00830789818723735,0.014475076863252,0.00876406739623193,0.0104834201729982,0.015175577683719,0.00725305779404297,0.0133493132196531,0.0137449407916894
E,0.0097467105611382,0.0119978541919468,0.0210241418201062,0.0134280994267004,0,0.0111587516939858,0.0118504388800642,0.010274637800933,0.00940061930691588,0.0124361479362724,0.0138516671575066,0.0183320485833694,0.0158314257989497,0.0089295252360823,0.0150404159305181,0.0172266394233745,0.0112178458367376,0.0151670994622936,0.00943303569801438,0.00905040246490623
F,0.0107952651854197,0.00705936739317607,0.0122816622549124,0.00896291360500302,0.0111587516939858,0,0.00869934672397797,0.00680284958367669,0.0159976527092362,0.0069552821027455,0.00581792815572918,0.00907526551381333,0.00945775340392178,0.00933397091279161,0.00763452910134373,0.0081553737677833,0.012241437169476,0.00627457883382324,0.00785680890658738,0.00953560802747698
G,0.00650991969170992,0.0100936622502769,0.0168363282680039,0.0131892201089552,0.0118504388800642,0.00869934672397797,0,0.00850414596623656,0.0135518998101604,0.00762534435154484,0.0124115911955341,0.0139752693996119,0.0155816726614015,0.00628584595316309,0.00985294011228442,0.012270807963302,0.00944793183931784,0.0106601415582285,0.00673094836422414,0.0079327875555117
H,0.00866453069917915,0.00710404777777935,0.0152525984119996,0.0112801981894073,0.010274637800933,0.00680284958367669,0.00850414596623656,0,0.0142100796549145,0.0080805653211333,0.00793767476317437,0.0104268626330972,0.0122673155082925,0.00820824517419342,0.00840208982517713,0.010385635207411,0.0117659320744629,0.0091077968666081,0.00779313681643623,0.00933978033478669
I,0.0108950984910843,0.017248379767934,0.0303719789604398,0.0183796002841054,0.00940061930691588,0.0159976527092362,0.0135518998101604,0.0142100796549145,0,0.0146145386023502,0.0197104881941925,0.0279631441902533,0.0217771959898584,0.00919774695048418,0.0205761970643649,0.0244631288880843,0.0110955287446558,0.0192523800222692,0.00866974718289738,0.0072594977033779
J,0.00840608418999444,0.00953157798327607,0.0186566089666218,0.0143220028845579,0.0124361479362724,0.0069552821027455,0.00762534435154484,0.0080805653211333,0.0146145386023502,0,0.0103430948892155,0.0136535114905472,0.0152630768322179,0.00827841623498074,0.0113302408580333,0.0127471358122008,0.0124675285816403,0.010866064292128,0.00845956359661083,0.00956552626951997
K,0.0152337941581395,0.00681524364709866,0.010869422833441,0.0089052652442007,0.0138516671575066,0.00581792815572918,0.0124115911955341,0.00793767476317437,0.0197104881941925,0.0103430948892155,0,0.00733488378560969,0.00902097333178237,0.0121690848943076,0.0077562096067371,0.00835147749483637,0.0151885732991382,0.00717112725123476,0.0123298938058907,0.0134036641559945
L,0.0172868303186349,0.00618992337391755,0.00722122375379131,0.00927412554184083,0.0183320485833694,0.00907526551381333,0.0139752693996119,0.0104268626330972,0.0279631441902533,0.0136535114905472,0.00733488378560969,0,0.00713302225797972,0.0148440621401876,0.00634648218579303,0.00702581772515363,0.0162973556001413,0.00799281935168368,0.0165914842170804,0.0169886216313012
M,0.0182116504799253,0.00753324854964057,0.00800754936315764,0.00830789818723735,0.0158314257989497,0.00945775340392178,0.0155816726614015,0.0122673155082925,0.0217771959898584,0.0152630768322179,0.00902097333178237,0.00713302225797972,0,0.016946818596587,0.00771875313985703,0.00804292589063291,0.017810951883931,0.00867562173724767,0.0157608199345235,0.0157074003339574
N,0.006332808923331,0.0107757218908675,0.0196265692047582,0.014475076863252,0.0089295252360823,0.00933397091279161,0.00628584595316309,0.00820824517419342,0.00919774695048418,0.00827841623498074,0.0121690848943076,0.0148440621401876,0.016946818596587,0,0.0110309655425728,0.011666852033347,0.00595660619349012,0.0125572355470082,0.00631670385993451,0.00527657167250247
O,0.0129230079368549,0.00589618188842204,0.00788928737990852,0.00876406739623193,0.0150404159305181,0.00763452910134373,0.00985294011228442,0.00840208982517713,0.0205761970643649,0.0113302408580333,0.0077562096067371,0.00634648218579303,0.00771875313985703,0.0110309655425728,0,0.00560277825133113,0.013984454427781,0.00701725048695338,0.0118460015777167,0.012726457423594
P,0.0153684018000374,0.00681023667728023,0.00814940967868853,0.0104834201729982,0.0172266394233745,0.0081553737677833,0.012270807963302,0.010385635207411,0.0244631288880843,0.0127471358122008,0.00835147749483637,0.00702581772515363,0.00804292589063291,0.011666852033347,0.00560277825133113,0,0.0155456390859325,0.00772862607327897,0.0133411210381403,0.0148155253691288
Q,0.00935826658324418,0.0127542065546218,0.0204823586971118,0.015175577683719,0.0112178458367376,0.012241437169476,0.00944793183931784,0.0117659320744629,0.0110955287446558,0.0124675285816403,0.0151885732991382,0.0162973556001413,0.017810951883931,0.00595660619349012,0.013984454427781,0.0155456390859325,0,0.0143728569390748,0.0073582202688064,0.00765806966262624
R,0.0148100248127489,0.00725177892088512,0.00951858838882922,0.00725305779404297,0.0151670994622936,0.00627457883382324,0.0106601415582285,0.0091077968666081,0.0192523800222692,0.010866064292128,0.00717112725123476,0.00799281935168368,0.00867562173724767,0.0125572355470082,0.00701725048695338,0.00772862607327897,0.0143728569390748,0,0.0118486075150025,0.0131149048169786
S,0.00657607818131752,0.0105323286128098,0.0196417664440746,0.0133493132196531,0.00943303569801438,0.00785680890658738,0.00673094836422414,0.00779313681643623,0.00866974718289738,0.00845956359661083,0.0123298938058907,0.0165914842170804,0.0157608199345235,0.00631670385993451,0.0118460015777167,0.0133411210381403,0.0073582202688064,0.0118486075150025,0,0.00531462967185935
T,0.00748577443383144,0.0114885416345095,0.0211280347650034,0.0137449407916894,0.00905040246490623,0.00953560802747698,0.0079327875555117,0.00933978033478669,0.0072594977033779,0.00956552626951997,0.0134036641559945,0.0169886216313012,0.0157074003339574,0.00527657167250247,0.012726457423594,0.0148155253691288,0.00765806966262624,0.0131149048169786,0.00531462967185935,0
