,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
K,0.015309821136901,0.00699710562510892,0.0105522330649957,0.00909643192482132,0.0131445062325976,0.00576831059352438,0.0118238834612442,0.0074386276833779,0.0206649139786397,0.00944201723373509,0,0.00750298809333956,0.00898610168149723,0.0124660379866273,0.00743535756340766,0.00827131923566035,0.0155036537343154,0.00657819089154264,0.0119249013191712,0.0138201023578727
L,0.0184108056931698,0.00694386258959798,0.00882494683663245,0.0107577573160213,0.0203091933330415,0.00967169350094436,0.0132474269998677,0.0118530276128116,0.0272719010747831,0.0133812586033493,0.00750298809333956,0,0.00817550646071396,0.0163054526400737,0.00652913096997941,0.00786501074763233,0.016129832016724,0.0090952202578746,0.0159617472348746,0.0184986505914472
M,0.0194975694279149,0.00830559203123499,0.00766018055447831,0.00868418290060765,0.0171379923543674,0.00939466984826456,0.0158068865057148,0.0117384975928701,0.0247856371472559,0.0154447321332159,0.00898610168149723,0.00817550646071396,0,0.0183176488976803,0.00788807117585422,0.00824135636221516,0.0189078934426162,0.00886448915001031,0.0154844674911018,0.0184029995574169
N,0.00608716445322612,0.0108558373645472,0.0216774305473569,0.0151726587121665,0.00889288028843827,0.0100959753311159,0.00530984015541375,0.00789462470173862,0.010656080807065,0.00740032524172755,0.0124660379866273,0.0163054526400737,0.0183176488976803,0,0.011760283665118,0.0127367759621867,0.0065439479662763,0.0121603235929109,0.00567089123839062,0.00508898092560841
O,0.0132924024893621,0.00641828536291572,0.00765182772129458,0.0106993381731314,0.0154118285779647,0.00738760688456987,0.0102026763141967,0.00796771588688116,0.0206492036681972,0.0108345003140785,0.00743535756340766,0.00652913096997941,0.00788807117585422,0.011760283665118,0,0.00601224730249673,0.0143107778324824,0.00720839694469881,0.0111758649496146,0.0128445440859843
P,0.0147227472383445,0.00696507043012283,0.00920262898528536,0.00960031607908434,0.0162662453293471,0.00750367807980999,0.0115959806744447,0.0100324805749023,0.0225037999977034,0.0117482658121465,0.00827131923566035,0.00786501074763233,0.00824135636221516,0.0127367759621867,0.00601224730249673,0,0.0142280762047165,0.00745045181482667,0.0124507024055422,0.0143113789264114
Q,0.00809422971437075,0.0120672757551867,0.0192611487971144,0.0142324211407544,0.0114536440379333,0.0119688380804022,0.00738672701266256,0.0109061333813026,0.0107805910790407,0.0109298457878201,0.0155036537343154,0.016129832016724,0.0189078934426162,0.0065439479662763,0.0143107778324824,0.0142280762047165,0,0.013821898144641,0.00634528267733494,0.00778901994318314
R,0.0144781298333128,0.00685091915855957,0.00931180586347431,0.00789927957756011,0.0152397601415996,0.00648216676269482,0.0111010843784584,0.00822151427444858,0.0198048751163648,0.00989793916257008,0.00657819089154264,0.0090952202578746,0.00886448915001031,0.0121603235929109,0.00720839694469881,0.00745045181482667,0.013821898144641,0,0.0106705849258146,0.0128636401027967
S,0.0066252603017173,0.0097807084793315,0.0179125698140596,0.013045642708644,0.00908125384759757,0.00797005752037418,0.00610197141099646,0.0073886483419536,0.00897365324254165,0.0074557142203874,0.0119249013191712,0.0159617472348746,0.0154844674911018,0.00567089123839062,0.0111758649496146,0.0124507024055422,0.00634528267733494,0.0106705849258146,0,0.00490374801204347
T,0.00660456601693897,0.0108615930021776,0.0207899111927401,0.0147287466347529,0.00929826077578877,0.0100350159925219,0.00648113591569626,0.00885537779008607,0.00879048674912575,0.00818050728315814,0.0138201023578727,0.0184986505914472,0.0184029995574169,0.00508898092560841,0.0128445440859843,0.0143113789264114,0.00778901994318314,0.0128636401027967,0.00490374801204347,0
