,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
K,0.0167149356771226,0.00685638318204511,0.00939692232043796,0.00867744153104858,0.0141392283462841,0.00588569813884201,0.0120031521185783,0.00837987660098227,0.0194162770163215,0.00998711749033188,0,0.00779514022322152,0.00962722503387877,0.0136890882427787,0.00770509620383733,0.00747648203690378,0.0156046773675226,0.00804419660486332,0.0127448709367338,0.0148113516654612
L,0.0185220303651068,0.00685564323878197,0.00810317018274638,0.0109589242187083,0.0203826344131673,0.0093237864777334,0.014875470961257,0.0116985771230064,0.0274835486606051,0.0145868239559902,0.00779514022322152,0,0.00729039670680734,0.0164010064212762,0.00666184392951708,0.00619923953666122,0.0174642106295052,0.00866969820193756,0.0173875241634611,0.0197191559550764
M,0.021734202002446,0.00805413028238532,0.00805008971421718,0.0091281460447075,0.0183165979279387,0.00900649526094083,0.0182120765783768,0.0120966691902794,0.026300738194668,0.01684737124239,0.00962722503387877,0.00729039670680734,0,0.020437607572424,0.00800330039793763,0.00740111093878661,0.0208196477509872,0.0103863754705648,0.0179571743502634,0.0209317333794657
N,0.00608212066377145,0.0118027273992975,0.0201679361471652,0.0162446070142391,0.00857884018715332,0.0109981456993792,0.00598808931361994,0.00855261155421671,0.0102877033474759,0.00872490413907548,0.0136890882427787,0.0164010064212762,0.020437607572424,0,0.0123383434432979,0.013580139613695,0.00554155262247714,0.0129405539777562,0.00632692764338685,0.0053003170790678
O,0.01369975387678,0.00606880480500256,0.00693412554798986,0.00964143130666047,0.0157188479638615,0.00746951237822811,0.0114258253730907,0.00930009413798254,0.0223207794795241,0.0117051458039417,0.00770509620383733,0.00666184392951708,0.00800330039793763,0.0123383434432979,0,0.00581332364149968,0.0139886012733553,0.00787353097334097,0.0129177083381562,0.014963210237298
P,0.0153525348389125,0.0067429081189031,0.00775994516726595,0.0101438024501051,0.0169801367759091,0.00756570095409655,0.0133944381208003,0.0105465887282666,0.0228923772990139,0.0128346134326026,0.00747648203690378,0.00619923953666122,0.00740111093878661,0.013580139613695,0.00581332364149968,0,0.0151820756564487,0.00840203141483773,0.0135103976146061,0.0155954401811527
Q,0.00728910812506926,0.0128147281928302,0.0200880368053621,0.0154563580004023,0.0105965761043003,0.0129613871660373,0.00773865608041947,0.0108737102900215,0.00936976450820138,0.0118160475330031,0.0156046773675226,0.0174642106295052,0.0208196477509872,0.00554155262247714,0.0139886012733553,0.0151820756564487,0,0.0134050520684771,0.0062851552535765,0.00703316708149388
R,0.0152836646189289,0.0073536226101174,0.00951205579534759,0.00879828211012244,0.0160679106967698,0.00727472531189801,0.0117599748616505,0.00951971324611926,0.0179586766581665,0.010725198116656,0.00804419660486332,0.00866969820193756,0.0103863754705648,0.0129405539777562,0.00787353097334097,0.00840203141483773,0.0134050520684771,0,0.0108972690044338,0.013588715188187
S,0.00668661285887045,0.0110888547271729,0.0199105843544825,0.0150732223777626,0.00908720831063626,0.00895142784304841,0.00622940602746909,0.00791983293360371,0.00827526565448351,0.00812826496616205,0.0127448709367338,0.0173875241634611,0.0179571743502634,0.00632692764338685,0.0129177083381562,0.0135103976146061,0.0062851552535765,0.0108972690044338,0,0.00498265612924025
T,0.0073149313644009,0.0127867704758006,0.0234672383674225,0.0165223114592872,0.00870961086992996,0.0110572748478515,0.00747484720440026,0.00902091239257725,0.00776789863339357,0.0093853999504433,0.0148113516654612,0.0197191559550764,0.0209317333794657,0.0053003170790678,0.014963210237298,0.0155954401811527,0.00703316708149388,0.013588715188187,0.00498265612924025,0
