,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0127651145326803,0.0201375419189686,0.0185429976985133,0.0102727482668376,0.0118301126720901,0.0062589192223347,0.0086665126236458,0.0106983011481457,0.00867542153925007,0.0167149356771226,0.0185220303651068,0.021734202002446,0.00608212066377145,0.01369975387678,0.0153525348389125,0.00728910812506926,0.0152836646189289,0.00668661285887045,0.0073149313644009
B,0.0127651145326803,0,0.0070760955034251,0.0070749163498079,0.0127481970869417,0.00692417105802266,0.0105729570412397,0.00785306693979309,0.018514865327273,0.0099012033597254,0.00685638318204511,0.00685564323878197,0.00805413028238532,0.0118027273992975,0.00606880480500256,0.0067429081189031,0.0128147281928302,0.0073536226101174,0.0110888547271729,0.0127867704758006
C,0.0201375419189686,0.0070760955034251,0,0.0096958491467299,0.0207718214599417,0.0117048758021642,0.016973922939044,0.0150700103622408,0.0308106638128124,0.017247167040098,0.00939692232043796,0.00810317018274638,0.00805008971421718,0.0201679361471652,0.00693412554798986,0.00775994516726595,0.0200880368053621,0.00951205579534759,0.0199105843544825,0.0234672383674225
D,0.0185429976985133,0.0070749163498079,0.0096958491467299,0,0.0148747515393236,0.00908566563378614,0.0147886256331833,0.0117999328756546,0.0212561631786396,0.014012717248348,0.00867744153104858,0.0109589242187083,0.0091281460447075,0.0162446070142391,0.00964143130666047,0.0101438024501051,0.0154563580004023,0.00879828211012244,0.0150732223777626,0.0165223114592872
E,0.0102727482668376,0.0127481970869417,0.0207718214599417,0.0148747515393236,0,0.0118170004965331,0.0113727483529032,0.0111824566789361,0.00923555748302502,0.0113255053972015,0.0141392283462841,0.0203826344131673,0.0183165979279387,0.00857884018715332,0.0157188479638615,0.0169801367759091,0.0105965761043003,0.0160679106967698,0.00908720831063626,0.00870961086992996
F,0.0118301126720901,0.00692417105802266,0.0117048758021642,0.00908566563378614,0.0118170004965331,0,0.00956392567344806,0.00686571135859273,0.0164525603670664,0.00731818264671817,0.00588569813884201,0.0093237864777334,0.00900649526094083,0.0109981456993792,0.00746951237822811,0.00756570095409655,0.0129613871660373,0.00727472531189801,0.00895142784304841,0.0110572748478515
G,0.0062589192223347,0.0105729570412397,0.016973922939044,0.0147886256331833,0.0113727483529032,0.00956392567344806,0,0.00846991277878798,0.0128200852295043,0.00772701464402982,0.0120031521185783,0.014875470961257,0.0182120765783768,0.00598808931361994,0.0114258253730907,0.0133944381208003,0.00773865608041947,0.0117599748616505,0.00622940602746909,0.00747484720440026
H,0.0086665126236458,0.00785306693979309,0.0150700103622408,0.0117999328756546,0.0111824566789361,0.00686571135859273,0.00846991277878798,0,0.014012372145437,0.00790899965458247,0.00837987660098227,0.0116985771230064,0.0120966691902794,0.00855261155421671,0.00930009413798254,0.0105465887282666,0.0108737102900215,0.00951971324611926,0.00791983293360371,0.00902091239257725
I,0.0106983011481457,0.018514865327273,0.0308106638128124,0.0212561631786396,0.00923555748302502,0.0164525603670664,0.0128200852295043,0.014012372145437,0,0.0136988181131476,0.0194162770163215,0.0274835486606051,0.026300738194668,0.0102877033474759,0.0223207794795241,0.0228923772990139,0.00936976450820138,0.0179586766581665,0.00827526565448351,0.00776789863339357
J,0.00867542153925007,0.0099012033597254,0.017247167040098,0.014012717248348,0.0113255053972015,0.00731818264671817,0.00772701464402982,0.00790899965458247,0.0136988181131476,0,0.00998711749033188,0.0145868239559902,0.01684737124239,0.00872490413907548,0.0117051458039417,0.0128346134326026,0.0118160475330031,0.010725198116656,0.00812826496616205,0.0093853999504433
