,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0121430434547154,0.019323855666806,0.0171145184148811,0.0101768482068271,0.0120840071421181,0.00632543195966022,0.00856505911060208,0.0120721700571844,0.00886378935436596,0.0147632814081324,0.017431287383531,0.0197935013778446,0.00594776943827372,0.0131236914323243,0.0150719284438583,0.00851242773280923,0.0155003691487049,0.00742205348625447,0.00773147641475326
B,0.0121430434547154,0,0.0062340051374178,0.00864669398077972,0.0124355594370203,0.00689164546995197,0.011419259738628,0.00848710061328864,0.0190508652316574,0.00909917317356822,0.00694880017129222,0.00584741420562511,0.00787591829778904,0.0127002507855634,0.00582638995784444,0.00582170437650977,0.0150075056103015,0.00689140542839531,0.0108872031014533,0.0129500506904473
C,0.019323855666806,0.0062340051374178,0,0.00851204091925246,0.0204229114067671,0.0108548510407919,0.0150417789148095,0.013896521446071,0.0282308973865168,0.016261624860635,0.00885825380523807,0.00606124700752535,0.00742991080000146,0.0186651772947434,0.00668029708049616,0.00687511061031221,0.0192740919118844,0.0082546173048908,0.0170740572453748,0.0198480694812547
D,0.0171145184148811,0.00864669398077972,0.00851204091925246,0,0.0145685672505103,0.00909461329325997,0.0146145732581475,0.0124571494013306,0.0201293757786678,0.0151185019586507,0.00851556283071799,0.00973041549220669,0.00808355600090284,0.0165350737629271,0.0103366243705093,0.00929414536006136,0.0166849164501466,0.00830330997245571,0.0149907019799145,0.0159315792445095
E,0.0101768482068271,0.0124355594370203,0.0204229114067671,0.0145685672505103,0,0.0120529433376725,0.0125905281995164,0.0120070501498708,0.00915885963550957,0.011534834996532,0.0137816648823434,0.0191195491387655,0.0170086575026478,0.00956060717139447,0.0166995495969353,0.0168401349040136,0.0138474722645927,0.0159780208301304,0.00964520006394663,0.00926971850993365
F,0.0120840071421181,0.00689164546995197,0.0108548510407919,0.00909461329325997,0.0120529433376725,0,0.0097168243184589,0.00671608972417353,0.0183618490069146,0.00715548766877527,0.00673893464119259,0.00856978700397764,0.00981351575341311,0.0107045521666412,0.00706303182238211,0.00735775495308928,0.0144750653660958,0.00644302181757488,0.00884714898166587,0.0114977539986349
G,0.00632543195966022,0.011419259738628,0.0150417789148095,0.0146145732581475,0.0125905281995164,0.0097168243184589,0,0.00890808329363329,0.0154709285845599,0.00723537045984754,0.0124462569750748,0.0138547868420906,0.0162940502736473,0.00624955561430862,0.0107962404161352,0.0128929963716406,0.0105546999192321,0.011747366388143,0.00654663679817532,0.00850916957704193
H,0.00856505911060208,0.00848710061328864,0.013896521446071,0.0124571494013306,0.0120070501498708,0.00671608972417353,0.00890808329363329,0,0.0161012557767783,0.00711016380280528,0.00752803686885241,0.0102345113005424,0.0123251336787668,0.00933225058294584,0.00772856913372305,0.00906123764036144,0.0133055979345811,0.00858283965847559,0.00877577555680802,0.0110388782654884
I,0.0120721700571844,0.0190508652316574,0.0282308973865168,0.0201293757786678,0.00915885963550957,0.0183618490069146,0.0154709285845599,0.0161012557767783,0,0.0154791047730376,0.0193168087682299,0.0276671272847326,0.0250169448704174,0.0101376715333943,0.0228045006805384,0.0251785635295963,0.0116662384573413,0.0210962130274945,0.011199574021991,0.00814048571106952
J,0.00886378935436596,0.00909917317356822,0.016261624860635,0.0151185019586507,0.011534834996532,0.00715548766877527,0.00723537045984754,0.00711016380280528,0.0154791047730376,0,0.00880551404234992,0.0124798383530134,0.0146951118300939,0.00764260373212483,0.0102577117560272,0.0118848639599429,0.0150487585620476,0.00921120060605479,0.0079721893511936,0.00900538762481182
K,0.0147632814081324,0.00694880017129222,0.00885825380523807,0.00851556283071799,0.0137816648823434,0.00673893464119259,0.0124462569750748,0.00752803686885241,0.0193168087682299,0.00880551404234992,0,0.00649066425512582,0.00851878165093041,0.0135932284000431,0.0074810497299205,0.00748639726316336,0.0190390550917855,0.00653325949351305,0.0127760244946099,0.0141367701258464
L,0.017431287383531,0.00584741420562511,0.00606124700752535,0.00973041549220669,0.0191195491387655,0.00856978700397764,0.0138547868420906,0.0102345113005424,0.0276671272847326,0.0124798383530134,0.00649066425512582,0,0.00695907801737943,0.0147924739941819,0.00640854285632734,0.00586574708096044,0.0175005841545335,0.00705814343864806,0.0155472952431408,0.0173230586117559
M,0.0197935013778446,0.00787591829778904,0.00742991080000146,0.00808355600090284,0.0170086575026478,0.00981351575341311,0.0162940502736473,0.0123251336787668,0.0250169448704174,0.0146951118300939,0.00851878165093041,0.00695907801737943,0,0.0187666211995536,0.00865744304600287,0.00727427717010526,0.0199968126481345,0.0084146268410875,0.0167006340131615,0.0173405437402056
