,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0129504448789616,0.0202773051126686,0.0186440342362824,0.00975183070056339,0.0118098342048756,0.00700199376808623,0.00857858740436563,0.0129368603026244,0.00831573902423609,0.0157292842089248,0.017567007642978,0.0188514592010829,0.00591233629382024,0.0131139183692752,0.0159755626124333,0.00830979459863546,0.0138321782545739,0.00778837515146045,0.00698404166104703
B,0.0129504448789616,0,0.00671918544283317,0.00808147074203805,0.0128871110121793,0.00687622321927563,0.0101246825235727,0.00777901606448737,0.0178916698222707,0.0097242598618942,0.00665753050654739,0.005999648658728,0.0076751555985362,0.0109925692438586,0.00583801186015897,0.00624162996187951,0.0133930768968671,0.00653882988118941,0.010824700600537,0.0122122132359143
C,0.0202773051126686,0.00671918544283317,0,0.00830932494508974,0.0220268557985663,0.0117424298358435,0.0212347067578766,0.014170559395187,0.031119588513179,0.0169651353784283,0.00978792935502934,0.0109832909685708,0.0118425630765172,0.0184557853339868,0.00742990579237004,0.0115359133340779,0.0193905652505981,0.00807626854576223,0.018255562589925,0.0204983834936008
D,0.0186440342362824,0.00808147074203805,0.00830932494508974,0,0.0154258042079613,0.00920730204475119,0.0152695206919619,0.0121551110960324,0.021785459653371,0.0149665888268839,0.00905359376116541,0.0101656423575993,0.00888705299331226,0.016392440700336,0.0104701913134849,0.00950802088326787,0.0169473420897315,0.00752845199533714,0.0158725206945261,0.0160373175813137
E,0.00975183070056339,0.0128871110121793,0.0220268557985663,0.0154258042079613,0,0.0111885139085957,0.011995826299633,0.00976566628304598,0.00870337300814386,0.00967984030556598,0.0137409888878368,0.0184576818636337,0.0170940384522222,0.0088461569442843,0.0151812401684901,0.0164375134171629,0.0110271118340783,0.0142354564083669,0.00951076097031348,0.0081973204974229
F,0.0118098342048756,0.00687622321927563,0.0117424298358435,0.00920730204475119,0.0111885139085957,0,0.0104078361523061,0.00653019681628849,0.0159404278016025,0.0062904309502548,0.00606928608063778,0.0087486854442919,0.00970993991897758,0.0104824266295091,0.00771023288638637,0.00792209773732756,0.0133542080199894,0.00644713409202814,0.00920221704154028,0.010633429984377
G,0.00700199376808623,0.0101246825235727,0.0212347067578766,0.0152695206919619,0.011995826299633,0.0104078361523061,0,0.00859840003920623,0.0140209036070975,0.00773376924575197,0.012859456899764,0.0142231605949235,0.0166853303346738,0.00609662894235267,0.0101411160340857,0.0122773204380979,0.00800510606818559,0.0121796942982945,0.00740479831117083,0.0078101930540714
H,0.00857858740436563,0.00777901606448737,0.014170559395187,0.0121551110960324,0.00976566628304598,0.00653019681628849,0.00859840003920623,0,0.0140302902797938,0.00739343997648958,0.00767378321020558,0.010550105160843,0.010888055955208,0.00815637757364444,0.00824477518709128,0.0091824038866527,0.0117711288674508,0.00813436247399637,0.00823757886438952,0.00942353876571674
I,0.0129368603026244,0.0178916698222707,0.031119588513179,0.021785459653371,0.00870337300814386,0.0159404278016025,0.0140209036070975,0.0140302902797938,0,0.0128552993434519,0.0202475938734517,0.0279246739617578,0.0252802960281178,0.0119768315601432,0.0239751696675943,0.024833854550479,0.0099736129490407,0.0177162777476231,0.00990664250238226,0.00741643817855722
J,0.00831573902423609,0.0097242598618942,0.0169651353784283,0.0149665888268839,0.00967984030556598,0.0062904309502548,0.00773376924575197,0.00739343997648958,0.0128552993434519,0,0.00927307210102197,0.0129874461338045,0.0155013002840563,0.00786745072831219,0.010580619144331,0.0121693481365496,0.0118036361443014,0.00913723790687255,0.00736352907962337,0.00787765430636759
K,0.0157292842089248,0.00665753050654739,0.00978792935502934,0.00905359376116541,0.0137409888878368,0.00606928608063778,0.012859456899764,0.00767378321020558,0.0202475938734517,0.00927307210102197,0,0.00726665503871329,0.00874123074982629,0.0121747291464806,0.00745661845517767,0.00806909826958702,0.017633304871488,0.00655718978307356,0.0138014946226935,0.0147340517050156
L,0.017567007642978,0.005999648658728,0.0109832909685708,0.0101656423575993,0.0184576818636337,0.0087486854442919,0.0142231605949235,0.010550105160843,0.0279246739617578,0.0129874461338045,0.00726665503871329,0,0.00653241432958334,0.0147840975504016,0.00629247156125808,0.00713904149497385,0.0174550509777211,0.00823112540736511,0.0164378901151092,0.0186362534498399
M,0.0188514592010829,0.0076751555985362,0.0118425630765172,0.00888705299331226,0.0170940384522222,0.00970993991897758,0.0166853303346738,0.010888055955208,0.0252802960281178,0.0155013002840563,0.00874123074982629,0.00653241432958334,0,0.0177025925531506,0.00786760893515663,0.00716998318694858,0.0197563388491628,0.00948691188065327,0.0175333588193229,0.0181560599727041
N,0.00591233629382024,0.0109925692438586,0.0184557853339868,0.016392440700336,0.0088461569442843,0.0104824266295091,0.00609662894235267,0.00815637757364444,0.0119768315601432,0.00786745072831219,0.0121747291464806,0.0147840975504016,0.0177025925531506,0,0.0114593497798022,0.0128732982894545,0.00601734281522307,0.0117467594858055,0.00686132266114613,0.00565385700223453
O,0.0131139183692752,0.00583801186015897,0.00742990579237004,0.0104701913134849,0.0151812401684901,0.00771023288638637,0.0101411160340857,0.00824477518709128,0.0239751696675943,0.010580619144331,0.00745661845517767,0.00629247156125808,0.00786760893515663,0.0114593497798022,0,0.00552664020406335,0.0137282670513347,0.00728227355352922,0.0118983773419032,0.0137116051640682
P,0.0159755626124333,0.00624162996187951,0.0115359133340779,0.00950802088326787,0.0164375134171629,0.00792209773732756,0.0122773204380979,0.0091824038866527,0.024833854550479,0.0121693481365496,0.00806909826958702,0.00713904149497385,0.00716998318694858,0.0128732982894545,0.00552664020406335,0,0.0151575929081163,0.00754747008534363,0.0134484642075432,0.0153204989306985
Q,0.00830979459863546,0.0133930768968671,0.0193905652505981,0.0169473420897315,0.0110271118340783,0.0133542080199894,0.00800510606818559,0.0117711288674508,0.0099736129490407,0.0118036361443014,0.017633304871488,0.0174550509777211,0.0197563388491628,0.00601734281522307,0.0137282670513347,0.0151575929081163,0,0.0144645056791196,0.0071288797226747,0.00726543503967745
R,0.0138321782545739,0.00653882988118941,0.00807626854576223,0.00752845199533714,0.0142354564083669,0.00644713409202814,0.0121796942982945,0.00813436247399637,0.0177162777476231,0.00913723790687255,0.00655718978307356,0.00823112540736511,0.00948691188065327,0.0117467594858055,0.00728227355352922,0.00754747008534363,0.0144645056791196,0,0.0121720045898696,0.0132922423614373
S,0.00778837515146045,0.010824700600537,0.018255562589925,0.0158725206945261,0.00951076097031348,0.00920221704154028,0.00740479831117083,0.00823757886438952,0.00990664250238226,0.00736352907962337,0.0138014946226935,0.0164378901151092,0.0175333588193229,0.00686132266114613,0.0118983773419032,0.0134484642075432,0.0071288797226747,0.0121720045898696,0,0.00547418157220275
T,0.00698404166104703,0.0122122132359143,0.0204983834936008,0.0160373175813137,0.0081973204974229,0.010633429984377,0.0078101930540714,0.00942353876571674,0.00741643817855722,0.00787765430636759,0.0147340517050156,0.0186362534498399,0.0181560599727041,0.00565385700223453,0.0137116051640682,0.0153204989306985,0.00726543503967745,0.0132922423614373,0.00547418157220275,0
