,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.013172628207222,0.0195507941067077,0.0167174455036848,0.00986735609702384,0.0099516240667892,0.00621492349268379,0.00817824539428303,0.00998785155542621,0.0084241424720622,0.014801695310707,0.0165814794674323,0.0192238311278663,0.00596285671187841,0.0131120792561984,0.014734120069089,0.00775875627765802,0.014137949430594,0.00651985371431014,0.00655042776162685
B,0.013172628207222,0,0.00737071703731697,0.00722010120511225,0.0124088551978531,0.00709721283436795,0.0123007442566614,0.00771518207760398,0.0190489536122024,0.0118352116799383,0.0069298083927929,0.00623249911432915,0.00818022227027579,0.011794471614435,0.00659403742853474,0.00725183061670914,0.0131409811906984,0.00691568449304946,0.0115249371042001,0.0134213819627713
C,0.0195507941067077,0.00737071703731697,0,0.00831319708195185,0.0220102678271853,0.0112516991631944,0.0175863995178712,0.0148090587847135,0.0279065383425897,0.0193575859621349,0.0101689219640535,0.007660786053016,0.00756505932118587,0.0199077585084696,0.00792125827814563,0.00749348178040656,0.0192258918994838,0.00873397283463211,0.0183508357062933,0.0224600356701926
D,0.0167174455036848,0.00722010120511225,0.00831319708195185,0,0.0144579839546768,0.00910587182639613,0.0145918273917612,0.0117480839325904,0.0189687992930926,0.0154289541303554,0.00854698181320111,0.00842874638306087,0.00838106304509675,0.0150442055220228,0.0094815192444675,0.00940850354315849,0.0146234901027208,0.00750616663738022,0.0146285853056193,0.0160539896406903
E,0.00986735609702384,0.0124088551978531,0.0220102678271853,0.0144579839546768,0,0.0112085852961828,0.0114763785148984,0.0106964491417116,0.00854320312691146,0.0114188262596094,0.0136503564467142,0.0189346019373148,0.0178133741518649,0.00831426882466817,0.015005626911417,0.0158945170846638,0.0103506099271452,0.0148668041139109,0.00874920588704732,0.00855586430750808
F,0.0099516240667892,0.00709721283436795,0.0112516991631944,0.00910587182639613,0.0112085852961828,0,0.00898908860527102,0.00626924931668225,0.0164444768492142,0.00690515400270545,0.00576564152014821,0.00862407867211876,0.00915269683148811,0.00991052416943585,0.00693985472048698,0.00736612245072628,0.0123416039429742,0.00704698019266438,0.00870758932355781,0.0105471146208064
G,0.00621492349268379,0.0123007442566614,0.0175863995178712,0.0145918273917612,0.0114763785148984,0.00898908860527102,0,0.0086454495461576,0.013287762943842,0.00769892921331724,0.0122900762315892,0.0139631804539058,0.0183249937972318,0.0062135623235891,0.010585365504303,0.0126597063593015,0.00867431285332303,0.0116690829765213,0.00646588409225224,0.00746090836655315
H,0.00817824539428303,0.00771518207760398,0.0148090587847135,0.0117480839325904,0.0106964491417116,0.00626924931668225,0.0086454495461576,0,0.0133597384121789,0.0078158463841211,0.00743595804326203,0.0103240063548442,0.0115347358377819,0.00841263011208514,0.00805574279619988,0.00947293303434805,0.0111977391671054,0.00897276076648806,0.00807296872503662,0.00982549962830134
I,0.00998785155542621,0.0190489536122024,0.0279065383425897,0.0189687992930926,0.00854320312691146,0.0164444768492142,0.013287762943842,0.0133597384121789,0,0.0140667242523141,0.0196320221076817,0.0265145641927101,0.0252406198848028,0.00897973088083056,0.0206439843968397,0.0244513460027531,0.00968204912135538,0.0188427783952373,0.00884085826367076,0.00804528617727713
J,0.0084241424720622,0.0118352116799383,0.0193575859621349,0.0154289541303554,0.0114188262596094,0.00690515400270545,0.00769892921331724,0.0078158463841211,0.0140667242523141,0,0.00988605877912716,0.0129440457981201,0.0166071821725933,0.00845935063141662,0.0109586448351257,0.0124276609944161,0.0114610689338636,0.00962353485441403,0.0083248764555496,0.00922507398679893
