,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0150460717817406,0.0258350729841975,0.0201409846987004,0.0099023703391427,0.011734598539601,0.00695162903620626,0.00873493474692054,0.010526177314499,0.00835430547026537,0.0175395341440755,0.0211714663235566,0.0226430358439963,0.00594346084928483,0.0152238485539192,0.0167981091104832,0.00779050381566212,0.0152052766276964,0.00643621573354355,0.00669642038398914
B,0.0150460717817406,0,0.00761358931611848,0.00772863096759658,0.0167090054716636,0.00731055355100765,0.0135961966167922,0.00729994368888391,0.0229147834322124,0.0120957707255423,0.0074655140730092,0.00638182936541704,0.00836203070051646,0.0141876649749078,0.00621109568586624,0.00645233130354847,0.0157082340857598,0.00678197552960551,0.0147968985002611,0.0146694109028518
C,0.0258350729841975,0.00761358931611848,0,0.0117502612038102,0.0320699044281053,0.0136916428634384,0.0213335422777287,0.0171384750612984,0.0398132352126557,0.0234140906450071,0.0116864716079739,0.00674942015360072,0.00786804489740157,0.0260325430024062,0.00832347682119197,0.00786137655742133,0.0258391489540317,0.0101266065143552,0.0261600406148463,0.0276106481567693
D,0.0201409846987004,0.00772863096759658,0.0117502612038102,0,0.0177669639142243,0.00947781864560371,0.0176125379910157,0.0120887073082193,0.0228583559814879,0.0174888899466327,0.00962173886616886,0.0100565399656521,0.00829999903237452,0.0184931763868618,0.0112282768005508,0.0118705625791814,0.0181375266805833,0.00772304341452382,0.018754143319927,0.018178556660765
E,0.0099023703391427,0.0167090054716636,0.0320699044281053,0.0177669639142243,0,0.0140240564153512,0.0128659131947299,0.0117969704188739,0.00916898600837475,0.0113891608818117,0.0167856793912505,0.0229130926629426,0.0202449430342797,0.00898519181851741,0.0186988992138788,0.0191658403795268,0.0110431128437762,0.0166420342915081,0.00976010762880215,0.00893962284346137
F,0.011734598539601,0.00731055355100765,0.0136916428634384,0.00947781864560371,0.0140240564153512,0,0.0101590262604203,0.00672988627942555,0.0178163283870715,0.00724762379870195,0.00616123574873633,0.00882277607187914,0.00940124006001911,0.01094393169565,0.00794457645288461,0.00815982563657134,0.0136177673576528,0.00646649578977169,0.0105710120857165,0.011200546510306
G,0.00695162903620626,0.0135961966167922,0.0213335422777287,0.0176125379910157,0.0128659131947299,0.0101590262604203,0,0.00916147152775218,0.0168643600628422,0.0079633002614329,0.0149563886139408,0.0165332951572618,0.0199869448289409,0.00635468671399039,0.0132799542667364,0.0144382783646684,0.00812600499804223,0.0127622441064012,0.0070935573722768,0.00787817673306629
H,0.00873493474692054,0.00729994368888391,0.0171384750612984,0.0120887073082193,0.0117969704188739,0.00672988627942555,0.00916147152775218,0,0.014798894326281,0.0073205369006419,0.00853157890041892,0.0116722308377125,0.0121988515299712,0.00878362665845624,0.00883570766380213,0.0103105599067208,0.0117540333054902,0.00867034138278132,0.00873833155934577,0.00906743701109614
I,0.010526177314499,0.0229147834322124,0.0398132352126557,0.0228583559814879,0.00916898600837475,0.0178163283870715,0.0168643600628422,0.014798894326281,0,0.0142263950952415,0.0243779626836319,0.0327138268130443,0.0276771451797774,0.00952864651435147,0.0268973603041127,0.0290160837707671,0.00928009793883631,0.0199304599556909,0.00822727140296764,0.00762556380891099
J,0.00835430547026537,0.0120957707255423,0.0234140906450071,0.0174888899466327,0.0113891608818117,0.00724762379870195,0.0079633002614329,0.0073205369006419,0.0142263950952415,0,0.0113288177838519,0.0155946502729282,0.0183576541664821,0.00775852549338029,0.0133477831236506,0.01397311108948,0.0109132356759396,0.0107950084600474,0.0085781074253911,0.00932609368847279
