,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0123203799397791,0.0192722429539699,0.0165111654760936,0.00954846390109083,0.0115990242555674,0.00652407401829241,0.00879508716805334,0.0115807957323429,0.00865068363181213,0.0145469514538379,0.0173736102561675,0.0201154970374627,0.00557831430029419,0.0139961102067364,0.0146522587812862,0.00784766483620153,0.0141576243307295,0.00672508628978071,0.00689738586029223
B,0.0123203799397791,0,0.00668626688902566,0.00714051783443426,0.0128079962905183,0.0068423538074455,0.00987194609424312,0.0073888845701212,0.0170098212235328,0.00977000082588883,0.00627945089974809,0.00571445634493075,0.00847365149283696,0.0101758853493381,0.00576861670855582,0.00593579761108793,0.0122803351092848,0.00638115055796414,0.010028368802809,0.0112224260001311
C,0.0192722429539699,0.00668626688902566,0,0.00769925964915169,0.0227953306245504,0.0114421052895972,0.0149726778537268,0.0140931872930008,0.0271047219362641,0.0168620363169664,0.00930577849361684,0.00612394839842192,0.00839846717195211,0.0174008308542031,0.00689238177408818,0.00657335889099005,0.0187847520334213,0.00854815913157815,0.0172505754804077,0.0196578924022123
D,0.0165111654760936,0.00714051783443426,0.00769925964915169,0,0.0142383468010608,0.00915815438749806,0.0129619836566948,0.0114474773158574,0.0180910654467323,0.014454104237484,0.00836712113521612,0.00854805443556698,0.00900180205865768,0.0142516856567171,0.00950459726985494,0.00882205179764541,0.0154342059130029,0.00772813785815655,0.0132370991069991,0.0142994945093254
E,0.00954846390109083,0.0128079962905183,0.0227953306245504,0.0142383468010608,0,0.0118905800039207,0.0119467510834489,0.0105713254697418,0.00881913459338352,0.0106610049772736,0.0128086623262206,0.0192341173076263,0.0182322727492639,0.00881453796020108,0.0159575499944267,0.0158310614588939,0.011005128365207,0.0153214304007682,0.00881806881113648,0.0088227466326722
F,0.0115990242555674,0.0068423538074455,0.0114421052895972,0.00915815438749806,0.0118905800039207,0,0.00871333186984097,0.00654418644071388,0.0165197839039585,0.00644510442394825,0.00526541855058485,0.00858437409384195,0.00980163961727752,0.00985135694477188,0.00749490457334373,0.00792913942618412,0.012002728810714,0.00627866804281527,0.00783784405767264,0.0101663833120187
G,0.00652407401829241,0.00987194609424312,0.0149726778537268,0.0129619836566948,0.0119467510834489,0.00871333186984097,0,0.00872885481101385,0.01295824535335,0.00738753040552439,0.0104795413231766,0.0129571980920793,0.0164196960733455,0.00555239040253232,0.0109379821258743,0.0116689613937925,0.00782151039896447,0.0103895252058695,0.00597041726331262,0.00742168127215868
H,0.00879508716805334,0.0073888845701212,0.0140931872930008,0.0114474773158574,0.0105713254697418,0.00654418644071388,0.00872885481101385,0,0.0139049550858448,0.0073541994931978,0.00709071409307863,0.00999455012996282,0.0129511009307832,0.0082303165445169,0.00824187142466098,0.00889357954819193,0.0116550167964062,0.00879698617874437,0.00783338731148646,0.00985017020483326
I,0.0115807957323429,0.0170098212235328,0.0271047219362641,0.0180910654467323,0.00881913459338352,0.0165197839039585,0.01295824535335,0.0139049550858448,0,0.014719775605727,0.0169381876741626,0.0270272990560238,0.0243687833656859,0.00921016085039513,0.0213833936691848,0.0220135125530402,0.00981593505235602,0.0175762623668679,0.00913038266700679,0.00779533809400228
J,0.00865068363181213,0.00977000082588883,0.0168620363169664,0.014454104237484,0.0106610049772736,0.00644510442394825,0.00738753040552439,0.0073541994931978,0.014719775605727,0,0.00883492567391961,0.0128674851739373,0.0168543063675308,0.0077340293797034,0.0109023547578084,0.0118145136985056,0.0115184689000462,0.00930495188424719,0.00781114133831568,0.00853599414532501
K,0.0145469514538379,0.00627945089974809,0.00930577849361684,0.00836712113521612,0.0128086623262206,0.00526541855058485,0.0104795413231766,0.00709071409307863,0.0169381876741626,0.00883492567391961,0,0.00608832753577125,0.0077813498328081,0.0112265998427881,0.00687197711166273,0.00675259107805657,0.0155263191274376,0.00642128628881192,0.011430996264204,0.0130045186180536
L,0.0173736102561675,0.00571445634493075,0.00612394839842192,0.00854805443556698,0.0192341173076263,0.00858437409384195,0.0129571980920793,0.00999455012996282,0.0270272990560238,0.0128674851739373,0.00608832753577125,0,0.00656297278506961,0.0139403222276455,0.00615583335205136,0.00645724663717863,0.0170549878443652,0.00733807654327689,0.0148813133010552,0.0176488303648705
M,0.0201154970374627,0.00847365149283696,0.00839846717195211,0.00900180205865768,0.0182322727492639,0.00980163961727752,0.0164196960733455,0.0129511009307832,0.0243687833656859,0.0168543063675308,0.0077813498328081,0.00656297278506961,0,0.0180014844112388,0.00849976288872483,0.00825700079172482,0.0194551040522567,0.0093395109302132,0.0159380566560271,0.0181059719294068
N,0.00557831430029419,0.0101758853493381,0.0174008308542031,0.0142516856567171,0.00881453796020108,0.00985135694477188,0.00555239040253232,0.0082303165445169,0.00921016085039513,0.0077340293797034,0.0112265998427881,0.0139403222276455,0.0180014844112388,0,0.0112210817532613,0.0118490462215568,0.00593663986450361,0.0119372577405969,0.00610324484273997,0.00500509654400332
O,0.0139961102067364,0.00576861670855582,0.00689238177408818,0.00950459726985494,0.0159575499944267,0.00749490457334373,0.0109379821258743,0.00824187142466098,0.0213833936691848,0.0109023547578084,0.00687197711166273,0.00615583335205136,0.00849976288872483,0.0112210817532613,0,0.00524773031105309,0.0148458756898208,0.00696130743910748,0.0116437179384636,0.0133132067315427
P,0.0146522587812862,0.00593579761108793,0.00657335889099005,0.00882205179764541,0.0158310614588939,0.00792913942618412,0.0116689613937925,0.00889357954819193,0.0220135125530402,0.0118145136985056,0.00675259107805657,0.00645724663717863,0.00825700079172482,0.0118490462215568,0.00524773031105309,0,0.0149009787178193,0.00681820186016013,0.012404369931639,0.014228478588714
Q,0.00784766483620153,0.0122803351092848,0.0187847520334213,0.0154342059130029,0.011005128365207,0.012002728810714,0.00782151039896447,0.0116550167964062,0.00981593505235602,0.0115184689000462,0.0155263191274376,0.0170549878443652,0.0194551040522567,0.00593663986450361,0.0148458756898208,0.0149009787178193,0,0.0144661772288014,0.00696472666509136,0.00815098298336287
R,0.0141576243307295,0.00638115055796414,0.00854815913157815,0.00772813785815655,0.0153214304007682,0.00627866804281527,0.0103895252058695,0.00879698617874437,0.0175762623668679,0.00930495188424719,0.00642128628881192,0.00733807654327689,0.0093395109302132,0.0119372577405969,0.00696130743910748,0.00681820186016013,0.0144661772288014,0,0.0108747771513266,0.0133110863955397
S,0.00672508628978071,0.010028368802809,0.0172505754804077,0.0132370991069991,0.00881806881113648,0.00783784405767264,0.00597041726331262,0.00783338731148646,0.00913038266700679,0.00781114133831568,0.011430996264204,0.0148813133010552,0.0159380566560271,0.00610324484273997,0.0116437179384636,0.012404369931639,0.00696472666509136,0.0108747771513266,0,0.00557541268700712
T,0.00689738586029223,0.0112224260001311,0.0196578924022123,0.0142994945093254,0.0088227466326722,0.0101663833120187,0.00742168127215868,0.00985017020483326,0.00779533809400228,0.00853599414532501,0.0130045186180536,0.0176488303648705,0.0181059719294068,0.00500509654400332,0.0133132067315427,0.014228478588714,0.00815098298336287,0.0133110863955397,0.00557541268700712,0
