,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
K,0.01474350434551,0.00786808899991952,0.0101831675720956,0.00854992519558566,0.0136099000662924,0.00593243412762844,0.0112545831861839,0.00766383073309121,0.0188143613942687,0.00935031262169146,0,0.00699422529465784,0.00829077950556218,0.0119339179142434,0.00795296496487379,0.00781300214211304,0.0144472914507296,0.00648168311469838,0.0115567547481694,0.0142379568195561
L,0.0161686131829252,0.00623697146785844,0.00649404265738657,0.00903431060347858,0.017579707800892,0.0084737417291124,0.0117518937860943,0.0095420770008023,0.0259220237172354,0.0124137022416698,0.00699422529465784,0,0.00641302835817377,0.0140435860684715,0.00595481124807657,0.00598865199078602,0.0148351763175045,0.00736783242229721,0.0146429687945591,0.0165944052314428
M,0.0175915430622371,0.00761016537371245,0.00727244398968875,0.00783544726330559,0.0161208145687049,0.0088612993848933,0.0148152541985594,0.0111946169264045,0.0234488009408314,0.0153391114942447,0.00829077950556218,0.00641302835817377,0,0.0166462256802852,0.00755972927974505,0.00708981527713586,0.0159459526506198,0.00794576937994802,0.0155622947945145,0.0175313787933717
N,0.00581803325420031,0.0117469480389819,0.0205120982848468,0.014543801054968,0.00896838911664424,0.00985259534867457,0.00564691896711439,0.00758339745699532,0.012439012439695,0.00750634828054283,0.0119339179142434,0.0140435860684715,0.0166462256802852,0,0.0121352996822997,0.012395249943082,0.00605960196550424,0.0111852834190017,0.00646141563167342,0.00525893989496411
O,0.0128216236994768,0.00669103745983034,0.0076969149333084,0.0120419820507498,0.0159183430962505,0.0082515153265858,0.0104091182661216,0.00875454510859201,0.0280594403080077,0.0111586698442044,0.00795296496487379,0.00595481124807657,0.00755972927974505,0.0121352996822997,0,0.0053758451114951,0.0144310794826012,0.00732572339928806,0.0126837156060534,0.0146509785219256
P,0.0143260614563525,0.00645210727873919,0.0071108738599377,0.0114492916833436,0.0159310274608067,0.00788703086338819,0.0116466442391585,0.00923704714924312,0.0272926504558752,0.0120518861506342,0.00781300214211304,0.00598865199078602,0.00708981527713586,0.012395249943082,0.0053758451114951,0,0.015088262507139,0.00757624008981625,0.0133096024813413,0.0159435630878
Q,0.0076187603999697,0.0117973088616029,0.0197150151307782,0.0135460318377323,0.010511041868368,0.011742068334616,0.00763538064302964,0.0104741218038111,0.0104425537706695,0.0108660982282522,0.0144472914507296,0.0148351763175045,0.0159459526506198,0.00605960196550424,0.0144310794826012,0.015088262507139,0,0.0117741491907425,0.0068487073456419,0.00786162854224725
R,0.0134794051212365,0.00731559395568008,0.00924844256118859,0.00747042921476405,0.0138310345246393,0.00614097430775413,0.00989473910533723,0.00800520328282781,0.0181310782102756,0.00967375647452611,0.00648168311469838,0.00736783242229721,0.00794576937994802,0.0111852834190017,0.00732572339928806,0.00757624008981625,0.0117741491907425,0,0.0101572684050773,0.0125877609290348
S,0.00704302058194147,0.0107585828961906,0.0193329731710081,0.0139178614888336,0.0089121536130618,0.00824789313618408,0.00630952915896473,0.00776159677564304,0.00930760920751827,0.00787929942820569,0.0115567547481694,0.0146429687945591,0.0155622947945145,0.00646141563167342,0.0126837156060534,0.0133096024813413,0.0068487073456419,0.0101572684050773,0,0.00571842927639645
T,0.00731269788799053,0.0126753109810025,0.0224923560432534,0.0147658764453403,0.00862219899922656,0.00990046761524296,0.00771181442980647,0.00910702226574187,0.00804764031172134,0.00885675582971011,0.0142379568195561,0.0165944052314428,0.0175313787933717,0.00525893989496411,0.0146509785219256,0.0159435630878,0.00786162854224725,0.0125877609290348,0.00571842927639645,0
