,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0114598002924324,0.0198757500347039,0.0150796415613842,0.00926216910709417,0.0111608674110692,0.00625740515762575,0.00830348324747876,0.0139836964920555,0.00794862888649719,0.01474350434551,0.0161686131829252,0.0175915430622371,0.00581803325420031,0.0128216236994768,0.0143260614563525,0.0076187603999697,0.0134794051212365,0.00704302058194147,0.00731269788799053
B,0.0114598002924324,0,0.00713267957635016,0.007530042855437,0.0134112394508826,0.00772084666468485,0.0100060903518542,0.00758278621044356,0.0196904403289079,0.0102449381623275,0.00786808899991952,0.00623697146785844,0.00761016537371245,0.0117469480389819,0.00669103745983034,0.00645210727873919,0.0117973088616029,0.00731559395568008,0.0107585828961906,0.0126753109810025
C,0.0198757500347039,0.00713267957635016,0,0.010296628339929,0.0212111975337868,0.0131096754729637,0.0167083525044427,0.0150362738962433,0.0346017127583324,0.0180480816731489,0.0101831675720956,0.00649404265738657,0.00727244398968875,0.0205120982848468,0.0076969149333084,0.0071108738599377,0.0197150151307782,0.00924844256118859,0.0193329731710081,0.0224923560432534
D,0.0150796415613842,0.007530042855437,0.010296628339929,0,0.0144336603935546,0.00908305806274332,0.013169229188569,0.011189878776336,0.0201057827755503,0.0141197920694782,0.00854992519558566,0.00903431060347858,0.00783544726330559,0.014543801054968,0.0120419820507498,0.0114492916833436,0.0135460318377323,0.00747042921476405,0.0139178614888336,0.0147658764453403
E,0.00926216910709417,0.0134112394508826,0.0212111975337868,0.0144336603935546,0,0.0110367828349974,0.0109441425827494,0.0107122909294061,0.00945289063131061,0.0108998352786856,0.0136099000662924,0.017579707800892,0.0161208145687049,0.00896838911664424,0.0159183430962505,0.0159310274608067,0.010511041868368,0.0138310345246393,0.0089121536130618,0.00862219899922656
F,0.0111608674110692,0.00772084666468485,0.0131096754729637,0.00908305806274332,0.0110367828349974,0,0.00869293687107186,0.00627602435606131,0.0155825165422474,0.00649835819566456,0.00593243412762844,0.0084737417291124,0.0088612993848933,0.00985259534867457,0.0082515153265858,0.00788703086338819,0.011742068334616,0.00614097430775413,0.00824789313618408,0.00990046761524296
G,0.00625740515762575,0.0100060903518542,0.0167083525044427,0.013169229188569,0.0109441425827494,0.00869293687107186,0,0.00774729016410568,0.0132205513505252,0.00684471072677836,0.0112545831861839,0.0117518937860943,0.0148152541985594,0.00564691896711439,0.0104091182661216,0.0116466442391585,0.00763538064302964,0.00989473910533723,0.00630952915896473,0.00771181442980647
H,0.00830348324747876,0.00758278621044356,0.0150362738962433,0.011189878776336,0.0107122909294061,0.00627602435606131,0.00774729016410568,0,0.0140992493641824,0.00745994982610958,0.00766383073309121,0.0095420770008023,0.0111946169264045,0.00758339745699532,0.00875454510859201,0.00923704714924312,0.0104741218038111,0.00800520328282781,0.00776159677564304,0.00910702226574187
I,0.0139836964920555,0.0196904403289079,0.0346017127583324,0.0201057827755503,0.00945289063131061,0.0155825165422474,0.0132205513505252,0.0140992493641824,0,0.0140731289014115,0.0188143613942687,0.0259220237172354,0.0234488009408314,0.012439012439695,0.0280594403080077,0.0272926504558752,0.0104425537706695,0.0181310782102756,0.00930760920751827,0.00804764031172134
J,0.00794862888649719,0.0102449381623275,0.0180480816731489,0.0141197920694782,0.0108998352786856,0.00649835819566456,0.00684471072677836,0.00745994982610958,0.0140731289014115,0,0.00935031262169146,0.0124137022416698,0.0153391114942447,0.00750634828054283,0.0111586698442044,0.0120518861506342,0.0108660982282522,0.00967375647452611,0.00787929942820569,0.00885675582971011
