,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0117658687842214,0.0196686980524608,0.0166082325290855,0.0099182937869694,0.0113266924315878,0.00631087857409038,0.00898610213059065,0.0109908447234349,0.00812134900669856,0.0150465445404364,0.0171555984158165,0.0180627874988871,0.00602928976144673,0.0132798504805344,0.0136884304052746,0.00876687016133129,0.0146199460242471,0.0065174502109247,0.00715050072054369
B,0.0117658687842214,0,0.00686945476955024,0.00736752213870779,0.0119383379043153,0.00746338845603318,0.0100593430710134,0.00765079364352408,0.0184288657058719,0.00959154120600652,0.00618401697744917,0.00595878243371643,0.00748969744006632,0.0104867688076948,0.00616040580286021,0.00586443322174102,0.0123624191936689,0.00723341413641169,0.0104774124903689,0.011175812224515
C,0.0196686980524608,0.00686945476955024,0,0.00857970076209297,0.0210092853939306,0.0118505047467325,0.0163823785656299,0.0152765289881536,0.0299306301039075,0.0175776214105259,0.00991552066347575,0.00680791999806554,0.00763132503892492,0.0196893696444178,0.00744918384479053,0.00779864657447056,0.0201229613873157,0.00921343617114337,0.0184709681953282,0.0208662217443516
D,0.0166082325290855,0.00736752213870779,0.00857970076209297,0,0.014639228660286,0.00897249444194732,0.0134932237408007,0.0113189939096764,0.0198343051404435,0.0141146306992869,0.0084924827015731,0.00898309292052355,0.0077555081373533,0.0152226314182799,0.00973599375738483,0.00865045817331843,0.0133522677799831,0.00777268255948197,0.0134388092293259,0.0147419333330715
E,0.0099182937869694,0.0119383379043153,0.0210092853939306,0.014639228660286,0,0.0104591092227627,0.0110620887725386,0.0102306522153206,0.00979251625534002,0.0107719019526224,0.0122879447859151,0.0189369374566573,0.015402212108478,0.00972020212452499,0.0147076033885387,0.0149437821657506,0.0113457194502571,0.0147051701981255,0.00852521553281803,0.00874252172185381
F,0.0113266924315878,0.00746338845603318,0.0118505047467325,0.00897249444194732,0.0104591092227627,0,0.00889192610995918,0.00644661032556304,0.01731593532112,0.00676906770534966,0.00629952426326029,0.00906370598728836,0.00921734181074395,0.0103120528209349,0.00841144584278078,0.00740626952664197,0.0120250448970771,0.00748591769277305,0.0082204942123987,0.010489998514597
G,0.00631087857409038,0.0100593430710134,0.0163823785656299,0.0134932237408007,0.0110620887725386,0.00889192610995918,0,0.00804466947604101,0.0143758167644327,0.00720490229242409,0.0115627421655993,0.0132314931500927,0.0152465474461604,0.0062882943638905,0.0103686509418511,0.0110907849771369,0.00804548983290349,0.0115839036912987,0.00618274941402588,0.00777624092158084
H,0.00898610213059065,0.00765079364352408,0.0152765289881536,0.0113189939096764,0.0102306522153206,0.00644661032556304,0.00804466947604101,0,0.0147383983018293,0.0078348290365584,0.0075717495372359,0.00990559722647206,0.0114332297959141,0.00896670769837183,0.00856445983172309,0.00929362567337163,0.0110872105958867,0.00904552284186101,0.00758414402860403,0.00984880126947052
I,0.0109908447234349,0.0184288657058719,0.0299306301039075,0.0198343051404435,0.00979251625534002,0.01731593532112,0.0143758167644327,0.0147383983018293,0,0.0155074273415938,0.0194063135871412,0.0293270090208091,0.0241782049481098,0.0112773100473378,0.022876523871206,0.0227190515169168,0.01101867606036,0.0199172291758532,0.010282144175487,0.00917185694276597
J,0.00812134900669856,0.00959154120600652,0.0175776214105259,0.0141146306992869,0.0107719019526224,0.00676906770534966,0.00720490229242409,0.0078348290365584,0.0155074273415938,0,0.00967374578055223,0.0119838224514808,0.0142166993399128,0.00846549175035646,0.0110192988741691,0.0112187164048577,0.0120788906390536,0.0108970916194463,0.0075062309475903,0.00885065012927129
