,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0124780443319138,0.0196854176863472,0.0168228920742996,0.00964727315803729,0.0124650772670882,0.00676500434168213,0.0091229758334466,0.0124886630466249,0.00860206291638691,0.0157324697537856,0.0177206017538963,0.019589348777691,0.00595373202713442,0.0132530733631495,0.0156144736312594,0.00903441439467895,0.0150036083366528,0.00716919972915016,0.00718291395181805
B,0.0124780443319138,0,0.00750740338645508,0.00757262992997761,0.0127486093066766,0.0072059673612047,0.00924975267213295,0.00695760562238517,0.0171770755354077,0.00965671714609106,0.00680904491682548,0.00612619046703552,0.00815183239500235,0.00986140568162003,0.00568310611464484,0.00693171563401194,0.0118709220141592,0.00716123338446503,0.00992017533397734,0.0115338751891544
C,0.0196854176863472,0.00750740338645508,0,0.00864515885390641,0.020919643272014,0.0118387748914129,0.0168594721937485,0.0151493541041163,0.0295867584336841,0.0188920024059967,0.00926951517935813,0.00744687075950058,0.0082570537514824,0.0199897949310696,0.00705133522992253,0.00775871766239095,0.0191844200006043,0.00959751150726038,0.0180870021802137,0.02185118360064
D,0.0168228920742996,0.00757262992997761,0.00864515885390641,0,0.0159450247578338,0.009451513139721,0.0125582113160659,0.0114079358058677,0.0217073467914409,0.015609628693166,0.00884965353401465,0.00905622815771366,0.00783937696749254,0.0156540968803494,0.0102012631183569,0.00959116503250014,0.0146617060416543,0.00761983957836499,0.0142585317173734,0.0155457446750084
E,0.00964727315803729,0.0127486093066766,0.020919643272014,0.0159450247578338,0,0.0121522575480034,0.0118843761161975,0.0106515841482946,0.00967844700281397,0.010580456816399,0.0163435158892405,0.0191548202058217,0.0168802662895927,0.00962766056316982,0.015313102589761,0.0178796869312942,0.0109541026817755,0.0147021789346795,0.00909568997647148,0.00853185676820092
F,0.0124650772670882,0.0072059673612047,0.0118387748914129,0.009451513139721,0.0121522575480034,0,0.00897376975423752,0.00678591403599396,0.0172025620537795,0.00709209002643699,0.00631175092202418,0.00872574165262143,0.0101694362217498,0.0105367855466642,0.0079786414527979,0.0081080818412812,0.0141602660908253,0.00626123220947635,0.00898342462663513,0.0117578506190916
G,0.00676500434168213,0.00924975267213295,0.0168594721937485,0.0125582113160659,0.0118843761161975,0.00897376975423752,0,0.00850858895599196,0.0140224846365648,0.00738113033055997,0.0112433989511531,0.0124620253750017,0.0143170387795063,0.00580848263183109,0.00964245638686124,0.0124845818828022,0.00784835392521694,0.010072385249195,0.00612272568022465,0.00791074656428054
H,0.0091229758334466,0.00695760562238517,0.0151493541041163,0.0114079358058677,0.0106515841482946,0.00678591403599396,0.00850858895599196,0,0.0145255588118944,0.00802673491130964,0.00791104789083617,0.0100037900961241,0.0124250499167995,0.00856664708152664,0.00845237296430988,0.0106951638022431,0.0125040440276597,0.00834841269307001,0.00813637127506959,0.00984588574633784
I,0.0124886630466249,0.0171770755354077,0.0295867584336841,0.0217073467914409,0.00967844700281397,0.0172025620537795,0.0140224846365648,0.0145255588118944,0,0.0135779849046013,0.0209241630757713,0.0279930607848057,0.0250673572609509,0.0105236710904916,0.0210687895093248,0.0243801827538995,0.00984842787841285,0.0194607327423669,0.00872345265929819,0.00789158571467075
J,0.00860206291638691,0.00965671714609106,0.0188920024059967,0.015609628693166,0.010580456816399,0.00709209002643699,0.00738113033055997,0.00802673491130964,0.0135779849046013,0,0.0100858515072193,0.0137019921804886,0.0166364402956731,0.00741768876180683,0.0104971547246734,0.0146606047655769,0.0123935916702519,0.00996396911811131,0.00782566435660933,0.00872930331453685
