,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0115696548072,0.018534103629503,0.0157546231990041,0.00996813384515625,0.0116140307415754,0.00625521544141944,0.00955428990136903,0.0125131236029595,0.00923474935780059,0.0153908706684786,0.0174880709654425,0.0185718125166232,0.00574920124816399,0.0131147889192016,0.013823273589098,0.00901480262674509,0.0146755468817027,0.00730212838579479,0.00712259619662852
B,0.0115696548072,0,0.00686405142623582,0.00701754122743935,0.0120123447787281,0.00683079570779832,0.00865364569660863,0.00779297557799712,0.0193096183345176,0.00953820457956109,0.00632731782809928,0.00550810559308344,0.00716354116342745,0.00976834367604311,0.00555309559066817,0.00569807432754575,0.011518807780955,0.00648822893694925,0.0101276127010715,0.0109959713221808
C,0.018534103629503,0.00686405142623582,0,0.00882308860147329,0.0208472434224116,0.0118754668024462,0.0147183412158465,0.0156210272976542,0.0349335487239584,0.0163755558041412,0.00984628863578802,0.00707830638239104,0.00796734693714448,0.0193937942775338,0.00758924027609359,0.00732324561339382,0.0195010590243196,0.00920483679008062,0.0186746058614689,0.0215956558312751
D,0.0157546231990041,0.00701754122743935,0.00882308860147329,0,0.0135457920737434,0.00957696553679042,0.0118578744146036,0.0115500577063981,0.021737512518044,0.0140426259975827,0.00858191794068812,0.00928028403678946,0.00781059336710124,0.0145272294919709,0.00970797987802369,0.00942942383057647,0.0137803565154477,0.00850043134808346,0.0141202794406366,0.0143553983124772
E,0.00996813384515625,0.0120123447787281,0.0208472434224116,0.0135457920737434,0,0.0113081052788271,0.0115497548118151,0.0106484082160386,0.00892382889302444,0.0107938562168613,0.0140480756409372,0.0189601882804392,0.0162649419259166,0.00915346453278918,0.0156504286809676,0.0156347831839442,0.0107907815755178,0.0151656375631863,0.00918318491816256,0.00786244886571496
F,0.0116140307415754,0.00683079570779832,0.0118754668024462,0.00957696553679042,0.0113081052788271,0,0.00861223901274912,0.00687883080357253,0.0167756821697605,0.00679982726253492,0.00613111064064394,0.0085489513269026,0.00936905986477002,0.0101426484701361,0.00808765785393969,0.00779867471628339,0.0123469262857696,0.00664474910000931,0.00858248344044888,0.0102842203422843
G,0.00625521544141944,0.00865364569660863,0.0147183412158465,0.0118578744146036,0.0115497548118151,0.00861223901274912,0,0.0087308957180019,0.0144724021780659,0.00757266400230725,0.0114758287104009,0.0123935523241289,0.0146308765043655,0.00553897005029064,0.00946811675144557,0.010464309543337,0.0077384094618747,0.0104215221576067,0.00648593785484715,0.00764212394914369
H,0.00955428990136903,0.00779297557799712,0.0156210272976542,0.0115500577063981,0.0106484082160386,0.00687883080357253,0.0087308957180019,0,0.0167142701047502,0.00767660541437978,0.00771964999615411,0.0102815777871499,0.0118012923574137,0.00920980784100184,0.00861419371661175,0.0102881903929359,0.0127288110700684,0.00865407950536197,0.00886891534226727,0.00991106645197833
I,0.0125131236029595,0.0193096183345176,0.0349335487239584,0.021737512518044,0.00892382889302444,0.0167756821697605,0.0144724021780659,0.0167142701047502,0,0.0134901622718483,0.0197524137214684,0.0306884902447912,0.0254666454719156,0.0113615734828991,0.0246692543531487,0.0252303548572888,0.0104514804268939,0.0195039504294083,0.00899387617853685,0.00798449067741531
J,0.00923474935780059,0.00953820457956109,0.0163755558041412,0.0140426259975827,0.0107938562168613,0.00679982726253492,0.00757266400230725,0.00767660541437978,0.0134901622718483,0,0.00965635345953739,0.0119988247976623,0.0146467940588837,0.00755622708792592,0.0116222006955679,0.0115650906517016,0.0114391292962019,0.00966839692554535,0.00789423752584802,0.00875313334360926
K,0.0153908706684786,0.00632731782809928,0.00984628863578802,0.00858191794068812,0.0140480756409372,0.00613111064064394,0.0114758287104009,0.00771964999615411,0.0197524137214684,0.00965635345953739,0,0.00694378934401069,0.00904159649381337,0.0131190329531854,0.00818128951770514,0.00753532181295546,0.0156690492461485,0.00656399425350722,0.0125291862547431,0.0138092154330722
L,0.0174880709654425,0.00550810559308344,0.00707830638239104,0.00928028403678946,0.0189601882804392,0.0085489513269026,0.0123935523241289,0.0102815777871499,0.0306884902447912,0.0119988247976623,0.00694378934401069,0,0.00803095094178764,0.0155039381621987,0.00620434924528248,0.00702281560189697,0.0165610079342887,0.00735320452234704,0.0153430625135102,0.0184792477887411
M,0.0185718125166232,0.00716354116342745,0.00796734693714448,0.00781059336710124,0.0162649419259166,0.00936905986477002,0.0146308765043655,0.0118012923574137,0.0254666454719156,0.0146467940588837,0.00904159649381337,0.00803095094178764,0,0.0181140486576864,0.0078410967264525,0.00706241252449308,0.0175853642569235,0.00890625829906131,0.016313701562177,0.0173183256531328
N,0.00574920124816399,0.00976834367604311,0.0193937942775338,0.0145272294919709,0.00915346453278918,0.0101426484701361,0.00553897005029064,0.00920980784100184,0.0113615734828991,0.00755622708792592,0.0131190329531854,0.0155039381621987,0.0181140486576864,0,0.0109449249685491,0.0116996006043977,0.00557761040662731,0.0126007161638138,0.00668401279130884,0.0055727075929609
O,0.0131147889192016,0.00555309559066817,0.00758924027609359,0.00970797987802369,0.0156504286809676,0.00808765785393969,0.00946811675144557,0.00861419371661175,0.0246692543531487,0.0116222006955679,0.00818128951770514,0.00620434924528248,0.0078410967264525,0.0109449249685491,0,0.00577473024289168,0.0138893592498438,0.00763574302209943,0.0117848651432593,0.0133235047049836
P,0.013823273589098,0.00569807432754575,0.00732324561339382,0.00942942383057647,0.0156347831839442,0.00779867471628339,0.010464309543337,0.0102881903929359,0.0252303548572888,0.0115650906517016,0.00753532181295546,0.00702281560189697,0.00706241252449308,0.0116996006043977,0.00577473024289168,0,0.0140311756625078,0.00802252988323192,0.0124211180761843,0.0144619427086997
Q,0.00901480262674509,0.011518807780955,0.0195010590243196,0.0137803565154477,0.0107907815755178,0.0123469262857696,0.0077384094618747,0.0127288110700684,0.0104514804268939,0.0114391292962019,0.0156690492461485,0.0165610079342887,0.0175853642569235,0.00557761040662731,0.0138893592498438,0.0140311756625078,0,0.013935688919876,0.00728929232752785,0.00748922821934693
R,0.0146755468817027,0.00648822893694925,0.00920483679008062,0.00850043134808346,0.0151656375631863,0.00664474910000931,0.0104215221576067,0.00865407950536197,0.0195039504294083,0.00966839692554535,0.00656399425350722,0.00735320452234704,0.00890625829906131,0.0126007161638138,0.00763574302209943,0.00802252988323192,0.013935688919876,0,0.0109832582676705,0.0129352911157085
S,0.00730212838579479,0.0101276127010715,0.0186746058614689,0.0141202794406366,0.00918318491816256,0.00858248344044888,0.00648593785484715,0.00886891534226727,0.00899387617853685,0.00789423752584802,0.0125291862547431,0.0153430625135102,0.016313701562177,0.00668401279130884,0.0117848651432593,0.0124211180761843,0.00728929232752785,0.0109832582676705,0,0.00535171076349972
T,0.00712259619662852,0.0109959713221808,0.0215956558312751,0.0143553983124772,0.00786244886571496,0.0102842203422843,0.00764212394914369,0.00991106645197833,0.00798449067741531,0.00875313334360926,0.0138092154330722,0.0184792477887411,0.0173183256531328,0.0055727075929609,0.0133235047049836,0.0144619427086997,0.00748922821934693,0.0129352911157085,0.00535171076349972,0
