,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0118318386016994,0.0207052664518689,0.0159635262674274,0.0113335984123848,0.0116367992421294,0.00611283289048842,0.00862816533115983,0.0121541625371312,0.00852372243167274,0.0151311426700585,0.0171891214903983,0.0190587258650328,0.0050147463082615,0.0137444361339394,0.0149383145333791,0.00839451299601107,0.0140255796576057,0.00698001203993408,0.00744745634783052
B,0.0118318386016994,0,0.00724977541751431,0.00697993192098964,0.0124367078872431,0.00770863994769455,0.00998035418649769,0.00793856756724759,0.0180774389380444,0.0101522018437073,0.00658533245311164,0.00580659163953921,0.00740280540478573,0.0108838826172574,0.00634006647072234,0.00629955666789331,0.0117455671142022,0.00633125573313413,0.01057664226942,0.0118521327982634
C,0.0207052664518689,0.00724977541751431,0,0.00887131956182845,0.0247643982035774,0.0132180917076148,0.0164063826459759,0.0168248850605985,0.0333870277927557,0.0188259150450261,0.0108712417887277,0.00705187651619108,0.00716773195010994,0.0202619929277127,0.0075936768958119,0.00735399703305987,0.0194042059974849,0.00896655789891091,0.0193109296620568,0.0227635101039951
D,0.0159635262674274,0.00697993192098964,0.00887131956182845,0,0.0143067785580831,0.00930627313362647,0.0132190093663383,0.0110308334334729,0.0208563404690625,0.0139071632212806,0.00816651136223205,0.00856152018934708,0.00756669815345441,0.0145994687414452,0.00965337429914458,0.0088140082927148,0.013017868671528,0.0069517315141885,0.0133009833436294,0.0138836488340582
E,0.0113335984123848,0.0124367078872431,0.0247643982035774,0.0143067785580831,0,0.0115122272725096,0.0128688945900308,0.0114208579838442,0.0101373607405396,0.0115603469007586,0.0138864127814097,0.0191766333317721,0.0169997420693126,0.00946383187633404,0.0167207981506213,0.0166516477610196,0.0127007823356602,0.0145231493389027,0.00962171532480032,0.00887639413312534
F,0.0116367992421294,0.00770863994769455,0.0132180917076148,0.00930627313362647,0.0115122272725096,0,0.00897601322116816,0.00676236185666552,0.0178726902372714,0.00724961793861586,0.00662144146623167,0.00857110663398684,0.0101709401183925,0.0104224661600959,0.0081772674304967,0.00795381308065427,0.0127556599012617,0.00684313376926159,0.00844233545222814,0.00988397646709568
G,0.00611283289048842,0.00998035418649769,0.0164063826459759,0.0132190093663383,0.0128688945900308,0.00897601322116816,0,0.00848991712178426,0.0169745652990926,0.00739303580496147,0.0116488982761177,0.012687131223179,0.0150807331729379,0.00536285145583111,0.010694401716789,0.0115930838132071,0.00859877867398772,0.0106640275622423,0.00672079017207668,0.00856491824556614
H,0.00862816533115983,0.00793856756724759,0.0168248850605985,0.0110308334334729,0.0114208579838442,0.00676236185666552,0.00848991712178426,0,0.0151054920307435,0.00833717124903024,0.00876348745180082,0.0109109987373714,0.0118710602471471,0.00863686244206072,0.00897958096501902,0.00984768393852436,0.0104202493085939,0.00839988015404696,0.00814866461636332,0.00928708069172964
I,0.0121541625371312,0.0180774389380444,0.0333870277927557,0.0208563404690625,0.0101373607405396,0.0178726902372714,0.0169745652990926,0.0151054920307435,0,0.015772410626918,0.0210217785026537,0.0273059633717188,0.0249789404993356,0.0104768451691187,0.0225659131469876,0.0234212684212316,0.0125595112602596,0.0193771771158234,0.0107235158430935,0.00819939581353138
J,0.00852372243167274,0.0101522018437073,0.0188259150450261,0.0139071632212806,0.0115603469007586,0.00724961793861586,0.00739303580496147,0.00833717124903024,0.015772410626918,0,0.00969794354911292,0.0133945763435991,0.0147558688555833,0.00788913866153598,0.012596932679728,0.0127172628956677,0.0120445172507387,0.0106295210864346,0.00831561604840265,0.00901649222887163
K,0.0151311426700585,0.00658533245311164,0.0108712417887277,0.00816651136223205,0.0138864127814097,0.00662144146623167,0.0116488982761177,0.00876348745180082,0.0210217785026537,0.00969794354911292,0,0.00672759881899034,0.00851893530797924,0.01225131426074,0.00812902808889821,0.00763846788405834,0.0155773094672631,0.00681324359773992,0.0123018480948822,0.0143200208371009
L,0.0171891214903983,0.00580659163953921,0.00705187651619108,0.00856152018934708,0.0191766333317721,0.00857110663398684,0.012687131223179,0.0109109987373714,0.0273059633717188,0.0133945763435991,0.00672759881899034,0,0.00682833365569448,0.015043118613589,0.00695874756996163,0.00700334808290193,0.0154976544164561,0.00719829721292273,0.01519330413342,0.0174754866631184
M,0.0190587258650328,0.00740280540478573,0.00716773195010994,0.00756669815345441,0.0169997420693126,0.0101709401183925,0.0150807331729379,0.0118710602471471,0.0249789404993356,0.0147558688555833,0.00851893530797924,0.00682833365569448,0,0.0172696368339386,0.00805605022374333,0.00668610205531797,0.0175783658235563,0.00823832859296021,0.0157471105968644,0.0175131582847483
N,0.0050147463082615,0.0108838826172574,0.0202619929277127,0.0145994687414452,0.00946383187633404,0.0104224661600959,0.00536285145583111,0.00863686244206072,0.0104768451691187,0.00788913866153598,0.01225131426074,0.015043118613589,0.0172696368339386,0,0.0112592524183608,0.0121698731094147,0.00569710608771384,0.0119935273176423,0.00664086324114868,0.00565865910820352
O,0.0137444361339394,0.00634006647072234,0.0075936768958119,0.00965337429914458,0.0167207981506213,0.0081772674304967,0.010694401716789,0.00897958096501902,0.0225659131469876,0.012596932679728,0.00812902808889821,0.00695874756996163,0.00805605022374333,0.0112592524183608,0,0.00569295457731702,0.0128426823877445,0.00701951421383159,0.0118830227189946,0.0136277225662602
P,0.0149383145333791,0.00629955666789331,0.00735399703305987,0.0088140082927148,0.0166516477610196,0.00795381308065427,0.0115930838132071,0.00984768393852436,0.0234212684212316,0.0127172628956677,0.00763846788405834,0.00700334808290193,0.00668610205531797,0.0121698731094147,0.00569295457731702,0,0.0136596922700479,0.00704092618023891,0.0119423374080054,0.01502820082432
Q,0.00839451299601107,0.0117455671142022,0.0194042059974849,0.013017868671528,0.0127007823356602,0.0127556599012617,0.00859877867398772,0.0104202493085939,0.0125595112602596,0.0120445172507387,0.0155773094672631,0.0154976544164561,0.0175783658235563,0.00569710608771384,0.0128426823877445,0.0136596922700479,0,0.0130219140771591,0.00637096979211381,0.00789480222207666
R,0.0140255796576057,0.00633125573313413,0.00896655789891091,0.0069517315141885,0.0145231493389027,0.00684313376926159,0.0106640275622423,0.00839988015404696,0.0193771771158234,0.0106295210864346,0.00681324359773992,0.00719829721292273,0.00823832859296021,0.0119935273176423,0.00701951421383159,0.00704092618023891,0.0130219140771591,0,0.0101960281473763,0.0127421566279665
S,0.00698001203993408,0.01057664226942,0.0193109296620568,0.0133009833436294,0.00962171532480032,0.00844233545222814,0.00672079017207668,0.00814866461636332,0.0107235158430935,0.00831561604840265,0.0123018480948822,0.01519330413342,0.0157471105968644,0.00664086324114868,0.0118830227189946,0.0119423374080054,0.00637096979211381,0.0101960281473763,0,0.00560679034618531
T,0.00744745634783052,0.0118521327982634,0.0227635101039951,0.0138836488340582,0.00887639413312534,0.00988397646709568,0.00856491824556614,0.00928708069172964,0.00819939581353138,0.00901649222887163,0.0143200208371009,0.0174754866631184,0.0175131582847483,0.00565865910820352,0.0136277225662602,0.01502820082432,0.00789480222207666,0.0127421566279665,0.00560679034618531,0
