,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.01311392437721,0.0201582906678681,0.0163200592823161,0.00968485027147373,0.0106749445298507,0.00612547523143188,0.00820416051459388,0.0110556934179183,0.00735938393419811,0.0154718567694942,0.0176472222471535,0.0190374151816884,0.00609558753857012,0.0140275101672773,0.0145295604062747,0.00767173787349186,0.0146444620170518,0.00670749348330923,0.00676188401776873
B,0.01311392437721,0,0.00684509207065598,0.00818125812917213,0.0141701342708797,0.00823524921260375,0.00944634661189711,0.00871966593670545,0.0223713227165426,0.0108896587599537,0.0067135426176301,0.00595504233756263,0.00800899182038747,0.0125940188729394,0.00623201049447308,0.00681313352591583,0.0137042985877097,0.0073644962974369,0.0124260312641353,0.0144361105797934
C,0.0201582906678681,0.00684509207065598,0,0.00849040891126607,0.0238264348793789,0.0117452755346272,0.0148831396235374,0.0147966083302049,0.0336535243339365,0.0189989806580449,0.00926495211579912,0.00690092080111228,0.00742881207162054,0.0208211625547326,0.00713037123402662,0.00702240745365754,0.01916456029333,0.00878912109047757,0.0192643451570551,0.0229947133369646
D,0.0163200592823161,0.00818125812917213,0.00849040891126607,0,0.0157239420670768,0.00905190827538358,0.0128594017012327,0.0115251002807593,0.021597046709759,0.0145661789051687,0.00837631375635897,0.0106169451451029,0.0082665601390997,0.016221289139763,0.0108647993283601,0.00940123172814689,0.0150606944513816,0.00812096014704876,0.01426949059557,0.0157741815540623
E,0.00968485027147373,0.0141701342708797,0.0238264348793789,0.0157239420670768,0,0.0111124322084539,0.0111533327389093,0.0100610529009924,0.00939285193425757,0.00984867655739442,0.0142219240573974,0.0194368856561904,0.0172879635717969,0.00893042647085658,0.0161380437805265,0.0163949930900612,0.0104340181168243,0.0148682301651902,0.00967703943474825,0.00884857864865961
F,0.0106749445298507,0.00823524921260375,0.0117452755346272,0.00905190827538358,0.0111124322084539,0,0.00833395515121319,0.00652922049949288,0.0163074350854782,0.00643936874877327,0.00641882080007959,0.00918273515866285,0.00986536825762274,0.00994851634066999,0.00790501817904029,0.00770144217832923,0.0117634695995561,0.00723341070594339,0.00903174782038263,0.0104702042261598
G,0.00612547523143188,0.00944634661189711,0.0148831396235374,0.0128594017012327,0.0111533327389093,0.00833395515121319,0,0.00797018026057763,0.0131997695212493,0.00695365034316551,0.0111331885518915,0.012211888634811,0.0140814903887233,0.0061973547412109,0.00946977406078949,0.0106392438204694,0.00756997991197039,0.0100450006778264,0.00594383447974319,0.00742683179174167
H,0.00820416051459388,0.00871966593670545,0.0147966083302049,0.0115251002807593,0.0100610529009924,0.00652922049949288,0.00797018026057763,0,0.0135398813684582,0.00699946076675021,0.00825361003423018,0.0109203832402231,0.0118035708813193,0.00788797332072453,0.00875007098731354,0.00957746311765132,0.0109668054864751,0.00866302426456788,0.00774596745102458,0.00978307272020499
I,0.0110556934179183,0.0223713227165426,0.0336535243339365,0.021597046709759,0.00939285193425757,0.0163074350854782,0.0131997695212493,0.0135398813684582,0,0.0133467367949175,0.0215292082100413,0.0316343539308507,0.0267505872380224,0.0101507958484099,0.0243138826063345,0.0256269398745735,0.00949766494207722,0.0201521021707634,0.00891518137893855,0.00897688860324304
J,0.00735938393419811,0.0108896587599537,0.0189989806580449,0.0145661789051687,0.00984867655739442,0.00643936874877327,0.00695365034316551,0.00699946076675021,0.0133467367949175,0,0.0106034276486995,0.0133739483643177,0.0159913663428274,0.00741158161301095,0.0115521886960574,0.0122703265048158,0.0109060483151171,0.0105521316929719,0.0075187738271419,0.00827440155965366
K,0.0154718567694942,0.0067135426176301,0.00926495211579912,0.00837631375635897,0.0142219240573974,0.00641882080007959,0.0111331885518915,0.00825361003423018,0.0215292082100413,0.0106034276486995,0,0.00709250203905139,0.00868809954534258,0.0131767366336534,0.00801632467710691,0.00771309421896577,0.0161944931839191,0.0076297837449893,0.0136716629708107,0.0151489675745323
L,0.0176472222471535,0.00595504233756263,0.00690092080111228,0.0106169451451029,0.0194368856561904,0.00918273515866285,0.012211888634811,0.0109203832402231,0.0316343539308507,0.0133739483643177,0.00709250203905139,0,0.0076135754164809,0.0160966641083856,0.00617998293709938,0.00774499966418958,0.0177962951612216,0.00867522768016871,0.0172337110374337,0.0205418434938151
M,0.0190374151816884,0.00800899182038747,0.00742881207162054,0.0082665601390997,0.0172879635717969,0.00986536825762274,0.0140814903887233,0.0118035708813193,0.0267505872380224,0.0159913663428274,0.00868809954534258,0.0076135754164809,0,0.0177912759403411,0.00744904255574285,0.00752581311269035,0.0174542235123432,0.00919413562951461,0.0160533646108065,0.018319903573791
N,0.00609558753857012,0.0125940188729394,0.0208211625547326,0.016221289139763,0.00893042647085658,0.00994851634066999,0.0061973547412109,0.00788797332072453,0.0101507958484099,0.00741158161301095,0.0131767366336534,0.0160966641083856,0.0177912759403411,0,0.0121409879890904,0.0123783604063606,0.00568760748699651,0.0130364112881222,0.00656087743987332,0.00555758688346175
O,0.0140275101672773,0.00623201049447308,0.00713037123402662,0.0108647993283601,0.0161380437805265,0.00790501817904029,0.00946977406078949,0.00875007098731354,0.0243138826063345,0.0115521886960574,0.00801632467710691,0.00617998293709938,0.00744904255574285,0.0121409879890904,0,0.00615870530244676,0.0132323512310682,0.0075556069256608,0.0133923892584576,0.0152530089064695
P,0.0145295604062747,0.00681313352591583,0.00702240745365754,0.00940123172814689,0.0163949930900612,0.00770144217832923,0.0106392438204694,0.00957746311765132,0.0256269398745735,0.0122703265048158,0.00771309421896577,0.00774499966418958,0.00752581311269035,0.0123783604063606,0.00615870530244676,0,0.0146125604006737,0.00803155919451157,0.0134116062263371,0.0149037308072456
Q,0.00767173787349186,0.0137042985877097,0.01916456029333,0.0150606944513816,0.0104340181168243,0.0117634695995561,0.00756997991197039,0.0109668054864751,0.00949766494207722,0.0109060483151171,0.0161944931839191,0.0177962951612216,0.0174542235123432,0.00568760748699651,0.0132323512310682,0.0146125604006737,0,0.013462677063509,0.00665335360451503,0.00723849175371904
R,0.0146444620170518,0.0073644962974369,0.00878912109047757,0.00812096014704876,0.0148682301651902,0.00723341070594339,0.0100450006778264,0.00866302426456788,0.0201521021707634,0.0105521316929719,0.0076297837449893,0.00867522768016871,0.00919413562951461,0.0130364112881222,0.0075556069256608,0.00803155919451157,0.013462677063509,0,0.0114124216020227,0.0144204381578909
S,0.00670749348330923,0.0124260312641353,0.0192643451570551,0.01426949059557,0.00967703943474825,0.00903174782038263,0.00594383447974319,0.00774596745102458,0.00891518137893855,0.0075187738271419,0.0136716629708107,0.0172337110374337,0.0160533646108065,0.00656087743987332,0.0133923892584576,0.0134116062263371,0.00665335360451503,0.0114124216020227,0,0.00544847646559333
T,0.00676188401776873,0.0144361105797934,0.0229947133369646,0.0157741815540623,0.00884857864865961,0.0104702042261598,0.00742683179174167,0.00978307272020499,0.00897688860324304,0.00827440155965366,0.0151489675745323,0.0205418434938151,0.018319903573791,0.00555758688346175,0.0152530089064695,0.0149037308072456,0.00723849175371904,0.0144204381578909,0.00544847646559333,0
