,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0123163911292452,0.0196738154359635,0.0151555039600423,0.0100718646653501,0.0112682894140336,0.00591016150417152,0.00835777347046705,0.0119499363874153,0.00897691568892675,0.014100465904712,0.0166468714635772,0.0181789294869093,0.00538659479361836,0.0131719001515088,0.0151426645139891,0.00800044784988883,0.0131396446889454,0.00667052202381563,0.00728666267324504
B,0.0123163911292452,0,0.00716981698559182,0.00658564135664012,0.0135637919638339,0.00710389268434463,0.0102734577847442,0.0075574679503387,0.0181065175413823,0.0101104269102872,0.00705728152182563,0.00617721287612848,0.00759845838771469,0.0111501196134417,0.00615157357460547,0.0062635794926333,0.0133498429207922,0.00668955238565124,0.0114996557491964,0.0115963228242193
C,0.0196738154359635,0.00716981698559182,0,0.00854276054271576,0.0216291248540514,0.0122245374287157,0.0161294173033575,0.0143691958186965,0.0343766151557678,0.0180721699123805,0.00981768541894623,0.00686644864242562,0.00773725085525857,0.0219628918314022,0.00690194431489592,0.00769045373604614,0.0211372866994146,0.00938245589840954,0.0206133308909405,0.0221200005083519
D,0.0151555039600423,0.00658564135664012,0.00854276054271576,0,0.0149231373227521,0.00842432473978645,0.0122343782853864,0.0105385218098775,0.0182346578930878,0.0133648298872222,0.00798640555555148,0.00873506205659355,0.00785068612943225,0.0136560827576027,0.00978040151248115,0.00849397839206054,0.0133258788146017,0.00692752246059556,0.0127642463189813,0.0126301687572731
E,0.0100718646653501,0.0135637919638339,0.0216291248540514,0.0149231373227521,0,0.0112850234120411,0.0116972132862546,0.010158562795346,0.00952394356961798,0.0113936993200937,0.0142813632927562,0.0197988992128787,0.0166353118110232,0.0093188621094809,0.0162537487907264,0.0159027396470099,0.0101225786392459,0.0145543809327463,0.00906261804342953,0.00860561119304805
F,0.0112682894140336,0.00710389268434463,0.0122245374287157,0.00842432473978645,0.0112850234120411,0,0.00889428076375362,0.00679115314253682,0.0160009470177195,0.00672825203017645,0.00630589696464464,0.00874452673750469,0.00920849591661619,0.0102330079548914,0.00839865075845608,0.0075346729895377,0.0121402829785748,0.00639132091386402,0.00838277007924884,0.0100836529860248
G,0.00591016150417152,0.0102734577847442,0.0161294173033575,0.0122343782853864,0.0116972132862546,0.00889428076375362,0,0.00777755030763341,0.0133202537892569,0.00741377215836141,0.0110687439094688,0.0126267644475718,0.0142932690415361,0.00592154118118422,0.0106504611469825,0.0115920280150676,0.00846438012033029,0.010313753662504,0.00625093843501491,0.00740635832510258
H,0.00835777347046705,0.0075574679503387,0.0143691958186965,0.0105385218098775,0.010158562795346,0.00679115314253682,0.00777755030763341,0,0.0134391168892584,0.00763721115714121,0.00834360297708018,0.0101059862933921,0.0113815691360342,0.00803039136435725,0.00849779739586445,0.00947932382551312,0.0109993536798724,0.00847450724867591,0.00790125577955707,0.00894161369394188
I,0.0119499363874153,0.0181065175413823,0.0343766151557678,0.0182346578930878,0.00952394356961798,0.0160009470177195,0.0133202537892569,0.0134391168892584,0,0.0148852758244709,0.0204125735896457,0.0301110591841225,0.0250254667288569,0.0117365637868539,0.0265959528712481,0.0243660439747268,0.00967949214813002,0.0182667219079485,0.0086515598630445,0.00778780527151308
J,0.00897691568892675,0.0101104269102872,0.0180721699123805,0.0133648298872222,0.0113936993200937,0.00672825203017645,0.00741377215836141,0.00763721115714121,0.0148852758244709,0,0.0099394569426662,0.0124429535374019,0.0150770850324155,0.00790984751266044,0.0120459265945261,0.0122589791578666,0.0126767037224456,0.0099972182832125,0.00804960619850234,0.00926643400338413
