,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0122748367102864,0.0207333404219756,0.0176447896790664,0.0111945407019339,0.0123896244684362,0.00629460545217802,0.00912469242630782,0.0108336525628675,0.0083952617638611,0.01555788951037,0.0185145365180874,0.0197622918936353,0.0056952423737949,0.0141456844591677,0.0153259578359643,0.00791177857256267,0.0154665500610644,0.00670755355745435,0.00733731139985552
B,0.0122748367102864,0,0.00692627010652825,0.00770353771490563,0.0121426021599433,0.00710798862331263,0.00941820657861521,0.00722210892221525,0.0172095434859411,0.00942651177374784,0.00680966211542965,0.00617791675470052,0.00805118471552912,0.0107494429883778,0.00633516444518881,0.00675521552485035,0.0129893559756277,0.00661737913011834,0.0100788521524894,0.0110003763076331
C,0.0207333404219756,0.00692627010652825,0,0.0097130664109574,0.0223747496623256,0.0126224142499794,0.0180332746347601,0.014484708007887,0.0321799268100684,0.0179859592568775,0.00977881628313788,0.0081484188843453,0.00957372167477019,0.0195144238691077,0.00748272549202493,0.00932028184829644,0.0213335233836508,0.00914855676370418,0.0182320429361074,0.0220568526146113
D,0.0176447896790664,0.00770353771490563,0.0097130664109574,0,0.0159655246212202,0.00928262717225938,0.0139674830354581,0.0122177135267258,0.0207754626275518,0.0148468003422116,0.0088985088858532,0.00910518917074093,0.00773476160143382,0.0152130474174953,0.0108011970834763,0.0104434160216119,0.0155089917276691,0.00794699867863242,0.0144858961075838,0.0148375920650648
E,0.0111945407019339,0.0121426021599433,0.0223747496623256,0.0159655246212202,0,0.0118842326994344,0.0128457269432572,0.0107477599409629,0.0108952666959249,0.0112557810836458,0.0151032809773664,0.0211907016839021,0.017476756921819,0.00874701262705295,0.0171781911066733,0.0156413044530749,0.0119758064435078,0.0166625458649335,0.00936559516879901,0.00975200871266823
F,0.0123896244684362,0.00710798862331263,0.0126224142499794,0.00928262717225938,0.0118842326994344,0,0.00925122173242197,0.00724549224821781,0.0165750838639967,0.00677837087764759,0.00636825802502077,0.0101260831749744,0.0106278772432344,0.00996789607564704,0.00881312801360949,0.00770024827254249,0.0128192227040339,0.00688389710878592,0.00865930084849471,0.0107187969217676
G,0.00629460545217802,0.00941820657861521,0.0180332746347601,0.0139674830354581,0.0128457269432572,0.00925122173242197,0,0.00837797772146094,0.0148473085521545,0.00716973204768125,0.0121941604903681,0.0134245689209,0.0160810508406136,0.00584188670046349,0.0103162064181854,0.0126385123274612,0.00838236394907116,0.0105682249768719,0.00625374978343074,0.0079069151746326
H,0.00912469242630782,0.00722210892221525,0.014484708007887,0.0122177135267258,0.0107477599409629,0.00724549224821781,0.00837797772146094,0,0.0153964682217794,0.00745106948808296,0.0080713587578363,0.011222785933966,0.0119531801274971,0.00819693306068604,0.00885260206134724,0.0102160807993426,0.0123487796414204,0.00884956872951442,0.00810209854651301,0.00934929397112295
I,0.0108336525628675,0.0172095434859411,0.0321799268100684,0.0207754626275518,0.0108952666959249,0.0165750838639967,0.0148473085521545,0.0153964682217794,0,0.0142803574309468,0.0201156957367232,0.0279395690823862,0.0245431435709064,0.0101322321612775,0.0235370054771825,0.0235571685769608,0.010718863567129,0.0211006987245122,0.00940940120278502,0.0086612025795768
J,0.0083952617638611,0.00942651177374784,0.0179859592568775,0.0148468003422116,0.0112557810836458,0.00677837087764759,0.00716973204768125,0.00745106948808296,0.0142803574309468,0,0.00934265747040175,0.0129723802290726,0.0154153023306502,0.00730895130963161,0.0111554562281858,0.0116674721681777,0.0118109219960036,0.0094300028140855,0.00776841229248839,0.00873909969645851
K,0.01555788951037,0.00680966211542965,0.00977881628313788,0.0088985088858532,0.0151032809773664,0.00636825802502077,0.0121941604903681,0.0080713587578363,0.0201156957367232,0.00934265747040175,0,0.0075327880308511,0.00800434652206905,0.0125292142765371,0.00769795083743054,0.00703542470487279,0.0167088308096904,0.00686576221613458,0.0128005495413567,0.0145529337505664
