,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0131278143996617,0.0219034340483581,0.0170824479704959,0.00956308764985402,0.010512728904294,0.00630689782352516,0.00804195799602668,0.0124250259434962,0.00821224660040919,0.0150727085217148,0.0176843699032111,0.0199608282143133,0.00576296760754796,0.0149886613880526,0.0150800234753606,0.00776729262146488,0.0137529406227746,0.00642961883213392,0.00665279900567433
B,0.0131278143996617,0,0.00740703425867488,0.00788929318840394,0.0134841501814765,0.00722025323096045,0.0112712267228804,0.00768034128728285,0.0206464695995908,0.0107827754078007,0.00677863402083973,0.00558787016521679,0.0084225138620927,0.0118719631998792,0.00658825737892159,0.00723625077473247,0.0123132836505865,0.00686018234193088,0.0114142131594189,0.0127976291773351
C,0.0219034340483581,0.00740703425867488,0,0.0110009668535588,0.0241962986071433,0.0121924152013709,0.0184473601025433,0.0158992697282615,0.0362229305889688,0.0203314834717928,0.0111366877999071,0.00676309954527684,0.00770132770858397,0.0215921967632021,0.00749733187202679,0.00773048160360284,0.0223237890331421,0.00974126127201839,0.0220781695575522,0.0248488186881216
D,0.0170824479704959,0.00788929318840394,0.0110009668535588,0,0.0152895119541463,0.00829514443241935,0.0145439094905857,0.0114587982726366,0.0218516142047104,0.0150183319997262,0.00820550205530201,0.00966981904813577,0.00713501479365768,0.0157555403893079,0.0102955774327134,0.00994816393338453,0.0154362600581583,0.00772816767975682,0.015129578981198,0.0153226008544462
E,0.00956308764985402,0.0134841501814765,0.0241962986071433,0.0152895119541463,0,0.011710051380201,0.0114225107748536,0.0101059497300886,0.0109749971231588,0.0107344200888726,0.0139379200870308,0.0208227779245487,0.017388277212185,0.00904860869304054,0.0166763865197267,0.0170390290570736,0.0113901343201808,0.0152936099658605,0.00898530837117494,0.00904686262106091
F,0.010512728904294,0.00722025323096045,0.0121924152013709,0.00829514443241935,0.011710051380201,0,0.0089788413743345,0.00647646403256535,0.0172075815061999,0.00677368918501673,0.00565877987444817,0.00844595721201505,0.00860483625565711,0.0106867566438573,0.00752711598752416,0.00747535265247813,0.0132535844424359,0.0064843427465181,0.0089388159961533,0.0104630631887412
G,0.00630689782352516,0.0112712267228804,0.0184473601025433,0.0145439094905857,0.0114225107748536,0.0089788413743345,0,0.00810987858997733,0.015979771857248,0.00708540206078302,0.011990691147191,0.0136123264550104,0.0164816946298281,0.00630960153875745,0.0124563404950992,0.0122639430837438,0.00824148917771349,0.0110649437443468,0.00670805788101844,0.00769936615148743
H,0.00804195799602668,0.00768034128728285,0.0158992697282615,0.0114587982726366,0.0101059497300886,0.00647646403256535,0.00810987858997733,0,0.0148288102921586,0.00754831989593914,0.00775715931432334,0.0105373617715725,0.0118808146640722,0.00852536846003891,0.00846187579990449,0.00964600189627917,0.0112183465310355,0.00872536139269217,0.0080364598011557,0.00900839227501767
I,0.0124250259434962,0.0206464695995908,0.0362229305889688,0.0218516142047104,0.0109749971231588,0.0172075815061999,0.015979771857248,0.0148288102921586,0,0.0139592450953881,0.0209381192684832,0.0300981437180684,0.0256139024933196,0.011218586966922,0.0265139594557186,0.0263488162159476,0.00932304223836927,0.0193117907763192,0.00844368022686432,0.00900003369218163
J,0.00821224660040919,0.0107827754078007,0.0203314834717928,0.0150183319997262,0.0107344200888726,0.00677368918501673,0.00708540206078302,0.00754831989593914,0.0139592450953881,0,0.00995999589723493,0.0143071448578427,0.0163935873790852,0.00796339295133535,0.0123896125816094,0.0126628049173394,0.0113169549789927,0.00995403295495017,0.0076004488564411,0.00863389860980298
