,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0132856786997354,0.0205381074737104,0.0181416239487523,0.0100465560676309,0.0118579699884428,0.00635524484145642,0.00799122890870717,0.0118565922860655,0.00897896186553226,0.0151744724952698,0.0179541134960848,0.0213586679591435,0.00632397142954772,0.0137301062626734,0.0155500277586516,0.00855133128767833,0.0147376768773719,0.00685086681245032,0.00716829605215369
B,0.0132856786997354,0,0.00756675756459717,0.00748311233282332,0.0145757211640889,0.00801707894772385,0.0122667307176776,0.00825815061359678,0.0196131450276279,0.0115149424793018,0.00760640630913658,0.00666943849574965,0.00930924260901882,0.0124293550737715,0.00712024662276302,0.0066692904291121,0.0148806054872953,0.0073963238261068,0.0121872580866895,0.0124288601929759
C,0.0205381074737104,0.00756675756459717,0,0.00872487457862591,0.0247901041804434,0.012134693345643,0.0174508986769575,0.0159857478162692,0.0321642630446755,0.0187079024232408,0.00944350737599936,0.00649408631579681,0.00791114837609973,0.0204296761287276,0.0074145457513291,0.0071125359809441,0.0211509466417333,0.00877774282436975,0.0195447082996495,0.0220210024161986
D,0.0181416239487523,0.00748311233282332,0.00872487457862591,0,0.0169461063622288,0.00913486161093355,0.0156922316735159,0.0111037267921789,0.0216878462354435,0.0152204914330872,0.00789866125563905,0.0084234527569635,0.00806748772477109,0.0167352006521637,0.0090899376015293,0.00863606627147571,0.0147079141400142,0.00734243726736904,0.0142268876628503,0.0160396136927541
E,0.0100465560676309,0.0145757211640889,0.0247901041804434,0.0169461063622288,0,0.0125988027619257,0.011781292700333,0.0102118089906031,0.00991094955136551,0.0109792371473314,0.0158246589706994,0.0222220386852473,0.0197569150508114,0.00901574316627476,0.0181672168882214,0.017608583232165,0.0109924979883225,0.0164163139590467,0.00916846914403131,0.00856832647522425
F,0.0118579699884428,0.00801707894772385,0.012134693345643,0.00913486161093355,0.0125988027619257,0,0.00984177726294996,0.0071237415797637,0.0176034008130988,0.00661236125554409,0.00628070437963496,0.00923825153871002,0.00949434741536306,0.0105294183052096,0.00848808930510142,0.00817763607088456,0.0135483477597457,0.00719365667218642,0.0097142580977344,0.010284945741956
G,0.00635524484145642,0.0122667307176776,0.0174508986769575,0.0156922316735159,0.011781292700333,0.00984177726294996,0,0.00781084765084021,0.0154422167771916,0.00744238073670791,0.0124151016621562,0.0148620790147847,0.0179278451135751,0.0059764059172007,0.0116987519337733,0.0131029888110245,0.0094743922288355,0.0110602008669078,0.00702152771933071,0.00780199009349951
H,0.00799122890870717,0.00825815061359678,0.0159857478162692,0.0111037267921789,0.0102118089906031,0.0071237415797637,0.00781084765084021,0,0.0141319958174096,0.00758431476700336,0.00792900408362592,0.0113222535285109,0.0127254973520294,0.00826406938117145,0.00867357072196502,0.0106465176950337,0.0112324204825418,0.00902155249876377,0.00826258675978908,0.0085930737971717
I,0.0118565922860655,0.0196131450276279,0.0321642630446755,0.0216878462354435,0.00991094955136551,0.0176034008130988,0.0154422167771916,0.0141319958174096,0,0.0160836781463345,0.0209788085631691,0.0292789028201645,0.0281377126129105,0.0115032195559243,0.0232616900392303,0.0250171938415076,0.01094467438671,0.0202375752050691,0.0098599699548141,0.00792844409797453
J,0.00897896186553226,0.0115149424793018,0.0187079024232408,0.0152204914330872,0.0109792371473314,0.00661236125554409,0.00744238073670791,0.00758431476700336,0.0160836781463345,0,0.010267881162946,0.0143798866400547,0.0171185772933738,0.00758214091975915,0.0126141387134585,0.0128131690787964,0.0134276545042025,0.0108568609897861,0.00907717677065357,0.0085212355091995
K,0.0151744724952698,0.00760640630913658,0.00944350737599936,0.00789866125563905,0.0158246589706994,0.00628070437963496,0.0124151016621562,0.00792900408362592,0.0209788085631691,0.010267881162946,0,0.00684940839198989,0.00894757721016004,0.0134858200216601,0.00678170345489473,0.00655990570475937,0.0164490151883868,0.00657733471461004,0.0132418575410435,0.014546450925069
L,0.0179541134960848,0.00666943849574965,0.00649408631579681,0.0084234527569635,0.0222220386852473,0.00923825153871002,0.0148620790147847,0.0113222535285109,0.0292789028201645,0.0143798866400547,0.00684940839198989,0,0.00742485729093408,0.0160989852345728,0.00587719005809443,0.00624993679611289,0.0182098869737487,0.00822550832796933,0.0170929111672543,0.0189420027702599
M,0.0213586679591435,0.00930924260901882,0.00791114837609973,0.00806748772477109,0.0197569150508114,0.00949434741536306,0.0179278451135751,0.0127254973520294,0.0281377126129105,0.0171185772933738,0.00894757721016004,0.00742485729093408,0,0.0200470518373316,0.00790953709048232,0.00778408915132926,0.0208552031649727,0.00946604940536103,0.0183144840709918,0.0193374125574681
N,0.00632397142954772,0.0124293550737715,0.0204296761287276,0.0167352006521637,0.00901574316627476,0.0105294183052096,0.0059764059172007,0.00826406938117145,0.0115032195559243,0.00758214091975915,0.0134858200216601,0.0160989852345728,0.0200470518373316,0,0.0129010893618747,0.0137771983037276,0.00615283942961132,0.012842062283337,0.00708713353403337,0.00531819348924849
O,0.0137301062626734,0.00712024662276302,0.0074145457513291,0.0090899376015293,0.0181672168882214,0.00848808930510142,0.0116987519337733,0.00867357072196502,0.0232616900392303,0.0126141387134585,0.00678170345489473,0.00587719005809443,0.00790953709048232,0.0129010893618747,0,0.00533648976631665,0.0146255156876894,0.00693918463595673,0.01317055669017,0.0144241477944429
