,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
K,0.0159168551926341,0.00645042321340091,0.0100838554356587,0.00820464882219185,0.0135469444214048,0.00591115637227073,0.012936774190274,0.00775254429850792,0.0198680979882228,0.0109013085227743,0,0.0066241518273855,0.00833679036191339,0.0142581938935085,0.00696546878329497,0.00683957426606848,0.0156554163151168,0.00668812827321478,0.0130517053252219,0.0150866451637145
L,0.0173145496402817,0.00610149383974535,0.00730122356463338,0.0100094763609653,0.0182347518757215,0.00881528838944745,0.0136302060872628,0.00982714436656803,0.0303281789444162,0.0137055541943327,0.0066241518273855,0,0.00723503775580165,0.0176977194498875,0.00545509209579512,0.0062909142216833,0.0189015278833737,0.00749829473144053,0.0177119434555167,0.0200169392190249
M,0.0210281251187744,0.00853006965047846,0.00798208308705561,0.00842096664010627,0.018011499009039,0.0107225630027543,0.0180235363915764,0.0138178257724775,0.0262891840303929,0.0188292248876924,0.00833679036191339,0.00723503775580165,0,0.022554010988895,0.00759607028498892,0.00758901457311251,0.0207450827668968,0.00839207853880361,0.017644969454359,0.0201889364889276
N,0.00587523980245836,0.0145926500021288,0.0258116029270583,0.0180255584119223,0.00858980419690401,0.01131375435705,0.00598675065031706,0.00854052607989511,0.00964150395357995,0.00756223885148773,0.0142581938935085,0.0176977194498875,0.022554010988895,0,0.0140298606369381,0.0127545831375852,0.00580280642807374,0.0138614731150488,0.00567587122144244,0.00493537192409043
O,0.0137690657807533,0.00587458865488963,0.0077942164909989,0.0099504382188168,0.0143735017941995,0.00768190080908841,0.0109045147812248,0.00850225754795611,0.0239757695419364,0.0117996582468064,0.00696546878329497,0.00545509209579512,0.00759607028498892,0.0140298606369381,0,0.00515019356856855,0.0152548090798919,0.00709577545805488,0.0133797859325332,0.0154279880341884
P,0.0140921764850201,0.00600576632652137,0.0087212886203713,0.00989887732035123,0.0137243318618355,0.00723380065488526,0.011595851653658,0.00896863342850952,0.0228137051843488,0.0118908074593219,0.00683957426606848,0.0062909142216833,0.00758901457311251,0.0127545831375852,0.00515019356856855,0,0.0148404533522633,0.00695972216640068,0.0124569905077454,0.014486730191973
Q,0.00853212589414679,0.0156191974419206,0.0251661130461117,0.0163811689274705,0.00993021524528044,0.0140840895114998,0.00847624487226362,0.0115017871239327,0.00981829228479766,0.0129236298279131,0.0156554163151168,0.0189015278833737,0.0207450827668968,0.00580280642807374,0.0152548090798919,0.0148404533522633,0,0.0146040376161796,0.00642059608289161,0.00816633417887994
R,0.0147182181760571,0.00688931649184389,0.00949136541398872,0.00765627486389092,0.0140998794291679,0.00644023360792444,0.0117845532118277,0.00852683782009505,0.0185692766633406,0.0105661172501457,0.00668812827321478,0.00749829473144053,0.00839207853880361,0.0138614731150488,0.00709577545805488,0.00695972216640068,0.0146040376161796,0,0.0113187337309294,0.0140852074572058
S,0.00642964613117231,0.0136272000528489,0.0229904883725309,0.0150075744995824,0.00845824418780289,0.00920672983634492,0.00635434219417292,0.00832270252652496,0.00839739994892741,0.00815782882335715,0.0130517053252219,0.0177119434555167,0.017644969454359,0.00567587122144244,0.0133797859325332,0.0124569905077454,0.00642059608289161,0.0113187337309294,0,0.00532528849347949
T,0.00668281775068273,0.0147257651597277,0.0269991235331018,0.0157933256517537,0.00861003473041444,0.0108769448994171,0.00789500452020282,0.00938209161227481,0.00805289287343459,0.00908815047132001,0.0150866451637145,0.0200169392190249,0.0201889364889276,0.00493537192409043,0.0154279880341884,0.014486730191973,0.00816633417887994,0.0140852074572058,0.00532528849347949,0
