,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
A,0,0.0129544209935201,0.0212169777125964,0.0175615608931255,0.00926051099765394,0.0109785149511404,0.00584820157903933,0.00853929833578556,0.0110126671227051,0.00815811186981875,0.0144818216342761,0.0164323825516482,0.0190141606038553,0.00560219546508409,0.0127174219083078,0.0135021217855232,0.00836085878762897,0.0147900675378925,0.00630166303470846,0.0069620239135759
B,0.0129544209935201,0,0.00769950362342748,0.00746819917039735,0.0139506516770102,0.00868453781036746,0.0104054445006417,0.00869171409971072,0.0185895610183094,0.0105696446996249,0.0086504953101173,0.00672014206593646,0.00894747015867011,0.0130180139458772,0.00684799069218086,0.00664801780505543,0.0127536242864611,0.00872590415036945,0.0115816595491706,0.0124396316619032
C,0.0212169777125964,0.00769950362342748,0,0.00888775574199679,0.0234275326414368,0.0132242348505725,0.0175287665283545,0.0175499850442397,0.030063707001609,0.0198572767352058,0.0104422458308123,0.00812096008821653,0.00785372833582377,0.0220105779166959,0.0087208665236451,0.00801355358296447,0.0211983564330523,0.010066335990819,0.0197974617659765,0.0230003148785279
D,0.0175615608931255,0.00746819917039735,0.00888775574199679,0,0.0152259885285625,0.00926364472087081,0.0140060427219724,0.0112973566865194,0.0202157477611306,0.0148781448825497,0.00865977692017837,0.00908578018135339,0.00884077342694809,0.0166394967959706,0.0106813372270016,0.00925029106323476,0.0142392497242025,0.00794741706207448,0.0148706011592581,0.0166137745107604
E,0.00926051099765394,0.0139506516770102,0.0234275326414368,0.0152259885285625,0,0.0114039892391992,0.0111350105832034,0.0104133640587623,0.00857050055992835,0.0109556491751928,0.0139661356811952,0.0190383005600716,0.01804076823925,0.00827830767982782,0.0157687471126477,0.0160902769786001,0.0112367883466752,0.0159059005230693,0.00834431224172788,0.00850510180612647
F,0.0109785149511404,0.00868453781036746,0.0132242348505725,0.00926364472087081,0.0114039892391992,0,0.00859717774533025,0.00666820579600023,0.0176328740162821,0.00677709566941873,0.00688714565473981,0.00888106473129937,0.0105670457058804,0.0106084933254389,0.00793871620940171,0.0075311387204134,0.011764887794642,0.00765447048367834,0.0089647471227096,0.0115503213699742
G,0.00584820157903933,0.0104054445006417,0.0175287665283545,0.0140060427219724,0.0111350105832034,0.00859717774533025,0,0.00791896456532738,0.0139327360909488,0.0070455274572953,0.0113490161744144,0.011720487864774,0.0153045868536144,0.00593868578382024,0.0103627765303139,0.0111888689365731,0.00911041008629543,0.0103425905418973,0.00618714141609467,0.00747358186426731
H,0.00853929833578556,0.00869171409971072,0.0175499850442397,0.0112973566865194,0.0104133640587623,0.00666820579600023,0.00791896456532738,0,0.0146034327164833,0.00745461059031115,0.00788712707706547,0.0105326214231485,0.0126122360423781,0.00880496849335553,0.00854348021484026,0.0093054885889345,0.0108589823929688,0.00888791053357698,0.00811932029698243,0.00988716157393312
I,0.0110126671227051,0.0185895610183094,0.030063707001609,0.0202157477611306,0.00857050055992835,0.0176328740162821,0.0139327360909488,0.0146034327164833,0,0.0136864752163252,0.0196559625729652,0.0286930149999937,0.0253712561185114,0.00882915785173807,0.0233770500476355,0.0237193162945946,0.00953819878622925,0.0208700957715921,0.00955287690814564,0.00822763444064754
J,0.00815811186981875,0.0105696446996249,0.0198572767352058,0.0148781448825497,0.0109556491751928,0.00677709566941873,0.0070455274572953,0.00745461059031115,0.0136864752163252,0,0.00962636523577527,0.0120280121017029,0.0152297195951981,0.00763646342189493,0.011116359434909,0.0115854692509027,0.0118300798984325,0.0100419711271519,0.00793711175309503,0.00856908024519219
K,0.0144818216342761,0.0086504953101173,0.0104422458308123,0.00865977692017837,0.0139661356811952,0.00688714565473981,0.0113490161744144,0.00788712707706547,0.0196559625729652,0.00962636523577527,0,0.00704633128078991,0.00864086966922698,0.013721028472686,0.00721512373541879,0.00729364535112712,0.0144202464075644,0.00714154314486022,0.0130314888464196,0.0162243101909232
L,0.0164323825516482,0.00672014206593646,0.00812096008821653,0.00908578018135339,0.0190383005600716,0.00888106473129937,0.011720487864774,0.0105326214231485,0.0286930149999937,0.0120280121017029,0.00704633128078991,0,0.00708982967657936,0.0154168809535229,0.00624409034350439,0.00661870130644178,0.0163613981821187,0.00802635157916798,0.0155134730176369,0.0185933196010771
M,0.0190141606038553,0.00894747015867011,0.00785372833582377,0.00884077342694809,0.01804076823925,0.0105670457058804,0.0153045868536144,0.0126122360423781,0.0253712561185114,0.0152297195951981,0.00864086966922698,0.00708982967657936,0,0.0193686125172295,0.00798579996613932,0.00709245397867531,0.0183575633308647,0.00935183118489005,0.0175081472917409,0.0199045043247086
N,0.00560219546508409,0.0130180139458772,0.0220105779166959,0.0166394967959706,0.00827830767982782,0.0106084933254389,0.00593868578382024,0.00880496849335553,0.00882915785173807,0.00763646342189493,0.013721028472686,0.0154168809535229,0.0193686125172295,0,0.0123998130971991,0.0123956511637888,0.00632990300941311,0.013417358148535,0.0060644726134786,0.00502672669047775
O,0.0127174219083078,0.00684799069218086,0.0087208665236451,0.0106813372270016,0.0157687471126477,0.00793871620940171,0.0103627765303139,0.00854348021484026,0.0233770500476355,0.011116359434909,0.00721512373541879,0.00624409034350439,0.00798579996613932,0.0123998130971991,0,0.00537954759629042,0.0134935498611163,0.00821042436385497,0.0115648432807089,0.0141630603944031
P,0.0135021217855232,0.00664801780505543,0.00801355358296447,0.00925029106323476,0.0160902769786001,0.0075311387204134,0.0111888689365731,0.0093054885889345,0.0237193162945946,0.0115854692509027,0.00729364535112712,0.00661870130644178,0.00709245397867531,0.0123956511637888,0.00537954759629042,0,0.0141385832158533,0.00791416753289537,0.0121744264445686,0.0147452774063613
Q,0.00836085878762897,0.0127536242864611,0.0211983564330523,0.0142392497242025,0.0112367883466752,0.011764887794642,0.00911041008629543,0.0108589823929688,0.00953819878622925,0.0118300798984325,0.0144202464075644,0.0163613981821187,0.0183575633308647,0.00632990300941311,0.0134935498611163,0.0141385832158533,0,0.0142641010682029,0.0069021243958838,0.0076865876039332
R,0.0147900675378925,0.00872590415036945,0.010066335990819,0.00794741706207448,0.0159059005230693,0.00765447048367834,0.0103425905418973,0.00888791053357698,0.0208700957715921,0.0100419711271519,0.00714154314486022,0.00802635157916798,0.00935183118489005,0.013417358148535,0.00821042436385497,0.00791416753289537,0.0142641010682029,0,0.0120393100291271,0.0148532063948541
S,0.00630166303470846,0.0115816595491706,0.0197974617659765,0.0148706011592581,0.00834431224172788,0.0089647471227096,0.00618714141609467,0.00811932029698243,0.00955287690814564,0.00793711175309503,0.0130314888464196,0.0155134730176369,0.0175081472917409,0.0060644726134786,0.0115648432807089,0.0121744264445686,0.0069021243958838,0.0120393100291271,0,0.00540455187541322
